MSnDCG@0003	112.0	38.0
NCUrb,P	73.0	77.0
ERP	91.0	59.0
Nor-nDCG-raw-binom	114.0	36.0
Q@0003	112.0	38.0
P-measure	102.0	48.0
Nor-lwfv-exp-step	115.0	35.0
Nor-lwofv-exp-step	114.0	36.0
P-plus	102.0	48.0
O-measure	96.0	54.0
Nor-lwfv-raw-step	109.0	41.0
NCUgu,BR	121.0	29.0
Nor-tbg-exp-step	118.0	32.0
MSnDCG@0005	109.0	41.0
RR	57.0	93.0
ERR	133.0	17.0
nERR@0003	122.0	28.0
Nor-lwofv-raw-step	116.0	34.0
Q@0005	113.0	37.0
Nor-nDCG-exp-step	119.0	31.0
AP@0005	73.0	77.0
AP@0003	71.0	79.0
RBP	134.0	16.0
AP	73.0	77.0
Nor-nDCG-exp-binom	119.0	31.0
Nor-tbg-raw-binom	123.0	27.0
Q-measure	129.0	21.0
Nor-tbg-raw-step	123.0	27.0
Nor-lwfv-exp-binom	115.0	35.0
Nor-lwfv-raw-binom	109.0	41.0
NCUrb,BR	128.0	22.0
Hit@0005	45.0	105.0
Nor-lwofv-raw-binom	116.0	34.0
Hit@0003	48.0	102.0
Nor-nDCG-raw-step	114.0	36.0
nERR@0005	130.0	20.0
P@0005	70.0	80.0
P@0003	70.0	80.0
Nor-lwofv-exp-binom	115.0	35.0
nDCG@0005	102.0	48.0
NCUgu,P	113.0	37.0
Nor-tbg-exp-binom	120.0	30.0
nDCG@0003	101.0	49.0
