MSnDCG@0003	112.0	38.0
NCUrb,P	72.0	78.0
ERP	82.0	68.0
Nor-nDCG-raw-binom	122.0	28.0
Q@0003	120.0	30.0
P-measure	102.0	48.0
Nor-lwfv-exp-step	111.0	39.0
Nor-lwofv-exp-step	112.0	38.0
P-plus	102.0	48.0
O-measure	96.0	54.0
Nor-lwfv-raw-step	113.0	37.0
NCUgu,BR	108.0	42.0
Nor-tbg-exp-step	118.0	32.0
MSnDCG@0005	114.0	36.0
RR	57.0	93.0
ERR	132.0	18.0
nERR@0003	128.0	22.0
Nor-lwofv-raw-step	120.0	30.0
Q@0005	122.0	28.0
Nor-nDCG-exp-step	114.0	36.0
AP@0005	72.0	78.0
AP@0003	71.0	79.0
RBP	107.0	43.0
AP	72.0	78.0
Nor-nDCG-exp-binom	115.0	35.0
Nor-tbg-raw-binom	130.0	20.0
Q-measure	122.0	28.0
Nor-tbg-raw-step	131.0	19.0
Nor-lwfv-exp-binom	111.0	39.0
Nor-lwfv-raw-binom	114.0	36.0
NCUrb,BR	125.0	25.0
Hit@0005	45.0	105.0
Nor-lwofv-raw-binom	120.0	30.0
Hit@0003	48.0	102.0
Nor-nDCG-raw-step	121.0	29.0
nERR@0005	132.0	18.0
P@0005	70.0	80.0
P@0003	70.0	80.0
Nor-lwofv-exp-binom	112.0	38.0
nDCG@0005	108.0	42.0
NCUgu,P	96.0	54.0
Nor-tbg-exp-binom	119.0	31.0
nDCG@0003	108.0	42.0
