MSnDCG@0003	113.0	37.0
NCUrb,P	73.0	77.0
ERP	99.0	51.0
Nor-nDCG-raw-binom	124.0	26.0
Q@0003	120.0	30.0
P-measure	103.0	47.0
Nor-lwfv-exp-step	121.0	29.0
Nor-lwofv-exp-step	123.0	27.0
P-plus	103.0	47.0
O-measure	98.0	52.0
Nor-lwfv-raw-step	117.0	33.0
NCUgu,BR	130.0	20.0
Nor-tbg-exp-step	127.0	23.0
MSnDCG@0005	115.0	35.0
RR	58.0	92.0
ERR	134.0	16.0
nERR@0003	126.0	24.0
Nor-lwofv-raw-step	124.0	26.0
Q@0005	123.0	27.0
Nor-nDCG-exp-step	126.0	24.0
AP@0005	73.0	77.0
AP@0003	71.0	79.0
RBP	139.0	11.0
AP	74.0	76.0
Nor-nDCG-exp-binom	126.0	24.0
Nor-tbg-raw-binom	133.0	17.0
Q-measure	135.0	15.0
Nor-tbg-raw-step	134.0	16.0
Nor-lwfv-exp-binom	121.0	29.0
Nor-lwfv-raw-binom	117.0	33.0
NCUrb,BR	133.0	17.0
Hit@0005	45.0	105.0
Nor-lwofv-raw-binom	124.0	26.0
Hit@0003	48.0	102.0
Nor-nDCG-raw-step	123.0	27.0
nERR@0005	133.0	17.0
P@0005	70.0	80.0
P@0003	70.0	80.0
Nor-lwofv-exp-binom	123.0	27.0
nDCG@0005	111.0	39.0
NCUgu,P	121.0	29.0
Nor-tbg-exp-binom	127.0	23.0
nDCG@0003	111.0	39.0
