MSnDCG@0003	112.0	38.0
NCUrb,P	72.0	78.0
ERP	81.0	69.0
Nor-nDCG-raw-binom	119.0	31.0
Q@0003	120.0	30.0
P-measure	102.0	48.0
Nor-lwfv-exp-step	111.0	39.0
Nor-lwofv-exp-step	111.0	39.0
P-plus	102.0	48.0
O-measure	96.0	54.0
Nor-lwfv-raw-step	111.0	39.0
NCUgu,BR	107.0	43.0
Nor-tbg-exp-step	111.0	39.0
MSnDCG@0005	111.0	39.0
RR	57.0	93.0
ERR	132.0	18.0
nERR@0003	126.0	24.0
Nor-lwofv-raw-step	119.0	31.0
Q@0005	120.0	30.0
Nor-nDCG-exp-step	111.0	39.0
AP@0005	72.0	78.0
AP@0003	71.0	79.0
RBP	106.0	44.0
AP	72.0	78.0
Nor-nDCG-exp-binom	111.0	39.0
Nor-tbg-raw-binom	126.0	24.0
Q-measure	120.0	30.0
Nor-tbg-raw-step	127.0	23.0
Nor-lwfv-exp-binom	111.0	39.0
Nor-lwfv-raw-binom	111.0	39.0
NCUrb,BR	122.0	28.0
Hit@0005	45.0	105.0
Nor-lwofv-raw-binom	119.0	31.0
Hit@0003	48.0	102.0
Nor-nDCG-raw-step	118.0	32.0
nERR@0005	132.0	18.0
P@0005	70.0	80.0
P@0003	70.0	80.0
Nor-lwofv-exp-binom	112.0	38.0
nDCG@0005	105.0	45.0
NCUgu,P	96.0	54.0
Nor-tbg-exp-binom	114.0	36.0
nDCG@0003	103.0	47.0
