MSnDCG@0003	116.0	34.0
NCUrb,P	78.0	72.0
ERP	105.0	45.0
Nor-nDCG-raw-binom	129.0	21.0
Q@0003	124.0	26.0
P-measure	103.0	47.0
Nor-lwfv-exp-step	124.0	26.0
Nor-lwofv-exp-step	129.0	21.0
P-plus	103.0	47.0
O-measure	98.0	52.0
Nor-lwfv-raw-step	126.0	24.0
NCUgu,BR	133.0	17.0
Nor-tbg-exp-step	134.0	16.0
MSnDCG@0005	124.0	26.0
RR	58.0	92.0
ERR	135.0	15.0
nERR@0003	128.0	22.0
Nor-lwofv-raw-step	135.0	15.0
Q@0005	127.0	23.0
Nor-nDCG-exp-step	130.0	20.0
AP@0005	73.0	77.0
AP@0003	71.0	79.0
RBP	139.0	11.0
AP	78.0	72.0
Nor-nDCG-exp-binom	130.0	20.0
Nor-tbg-raw-binom	138.0	12.0
Q-measure	137.0	13.0
Nor-tbg-raw-step	139.0	11.0
Nor-lwfv-exp-binom	124.0	26.0
Nor-lwfv-raw-binom	126.0	24.0
NCUrb,BR	138.0	12.0
Hit@0005	45.0	105.0
Nor-lwofv-raw-binom	135.0	15.0
Hit@0003	48.0	102.0
Nor-nDCG-raw-step	129.0	21.0
nERR@0005	133.0	17.0
P@0005	70.0	80.0
P@0003	70.0	80.0
Nor-lwofv-exp-binom	129.0	21.0
nDCG@0005	118.0	32.0
NCUgu,P	123.0	27.0
Nor-tbg-exp-binom	134.0	16.0
nDCG@0003	112.0	38.0
