MSnDCG@0003	131.0	19.0
NCUrb,P	82.0	68.0
ERP	122.0	28.0
Nor-nDCG-raw-binom	139.0	11.0
Q@0003	133.0	17.0
P-measure	110.0	40.0
Nor-lwfv-exp-step	141.0	9.0
Nor-lwofv-exp-step	143.0	7.0
P-plus	110.0	40.0
O-measure	104.0	46.0
Nor-lwfv-raw-step	138.0	12.0
NCUgu,BR	141.0	9.0
Nor-tbg-exp-step	143.0	7.0
MSnDCG@0005	141.0	9.0
RR	60.0	90.0
ERR	141.0	9.0
nERR@0003	135.0	15.0
Nor-lwofv-raw-step	144.0	6.0
Q@0005	138.0	12.0
Nor-nDCG-exp-step	140.0	10.0
AP@0005	81.0	69.0
AP@0003	72.0	78.0
RBP	139.0	11.0
AP	82.0	68.0
Nor-nDCG-exp-binom	140.0	10.0
Nor-tbg-raw-binom	145.0	5.0
Q-measure	139.0	11.0
Nor-tbg-raw-step	146.0	4.0
Nor-lwfv-exp-binom	141.0	9.0
Nor-lwfv-raw-binom	138.0	12.0
NCUrb,BR	141.0	9.0
Hit@0005	45.0	105.0
Nor-lwofv-raw-binom	144.0	6.0
Hit@0003	48.0	102.0
Nor-nDCG-raw-step	139.0	11.0
nERR@0005	141.0	9.0
P@0005	77.0	73.0
P@0003	70.0	80.0
Nor-lwofv-exp-binom	143.0	7.0
nDCG@0005	137.0	13.0
NCUgu,P	128.0	22.0
Nor-tbg-exp-binom	143.0	7.0
nDCG@0003	129.0	21.0
