MSnDCG@0003	113.0	37.0
NCUrb,P	73.0	77.0
ERP	95.0	55.0
Nor-nDCG-raw-binom	123.0	27.0
Q@0003	113.0	37.0
P-measure	103.0	47.0
Nor-lwfv-exp-step	119.0	31.0
Nor-lwofv-exp-step	121.0	29.0
P-plus	103.0	47.0
O-measure	98.0	52.0
Nor-lwfv-raw-step	113.0	37.0
NCUgu,BR	128.0	22.0
Nor-tbg-exp-step	123.0	27.0
MSnDCG@0005	110.0	40.0
RR	57.0	93.0
ERR	133.0	17.0
nERR@0003	126.0	24.0
Nor-lwofv-raw-step	118.0	32.0
Q@0005	120.0	30.0
Nor-nDCG-exp-step	123.0	27.0
AP@0005	73.0	77.0
AP@0003	71.0	79.0
RBP	137.0	13.0
AP	73.0	77.0
Nor-nDCG-exp-binom	122.0	28.0
Nor-tbg-raw-binom	129.0	21.0
Q-measure	131.0	19.0
Nor-tbg-raw-step	130.0	20.0
Nor-lwfv-exp-binom	118.0	32.0
Nor-lwfv-raw-binom	112.0	38.0
NCUrb,BR	132.0	18.0
Hit@0005	45.0	105.0
Nor-lwofv-raw-binom	120.0	30.0
Hit@0003	48.0	102.0
Nor-nDCG-raw-step	123.0	27.0
nERR@0005	133.0	17.0
P@0005	70.0	80.0
P@0003	70.0	80.0
Nor-lwofv-exp-binom	121.0	29.0
nDCG@0005	105.0	45.0
NCUgu,P	116.0	34.0
Nor-tbg-exp-binom	125.0	25.0
nDCG@0003	104.0	46.0
