MSnDCG@0003	124.0	26.0
NCUrb,P	80.0	70.0
ERP	114.0	36.0
Nor-nDCG-raw-binom	135.0	15.0
Q@0003	128.0	22.0
P-measure	104.0	46.0
Nor-lwfv-exp-step	131.0	19.0
Nor-lwofv-exp-step	135.0	15.0
P-plus	103.0	47.0
O-measure	98.0	52.0
Nor-lwfv-raw-step	131.0	19.0
NCUgu,BR	140.0	10.0
Nor-tbg-exp-step	140.0	10.0
MSnDCG@0005	129.0	21.0
RR	59.0	91.0
ERR	136.0	14.0
nERR@0003	129.0	21.0
Nor-lwofv-raw-step	139.0	11.0
Q@0005	129.0	21.0
Nor-nDCG-exp-step	135.0	15.0
AP@0005	75.0	75.0
AP@0003	71.0	79.0
RBP	139.0	11.0
AP	81.0	69.0
Nor-nDCG-exp-binom	134.0	16.0
Nor-tbg-raw-binom	140.0	10.0
Q-measure	138.0	12.0
Nor-tbg-raw-step	141.0	9.0
Nor-lwfv-exp-binom	131.0	19.0
Nor-lwfv-raw-binom	132.0	18.0
NCUrb,BR	140.0	10.0
Hit@0005	45.0	105.0
Nor-lwofv-raw-binom	139.0	11.0
Hit@0003	48.0	102.0
Nor-nDCG-raw-step	135.0	15.0
nERR@0005	134.0	16.0
P@0005	70.0	80.0
P@0003	70.0	80.0
Nor-lwofv-exp-binom	135.0	15.0
nDCG@0005	126.0	24.0
NCUgu,P	127.0	23.0
Nor-tbg-exp-binom	140.0	10.0
nDCG@0003	117.0	33.0
