None	1	0	385	7	146	绿地商业<绿地第五家“国际直采中心”落子加拿大<绿地进军跨境电商建青浦跨境贸易基地<绿地直采发力欧盟首柜...www.glcp.com.cn
None	2	None	None	None	None	在北京搜索绿地集团_搜狗地图点击获取我的位置信息输入地点未找到相关地点，请更换关键词请选择准确地点绿地集团(太平桥大街)北京市西城区太平桥大街111湘西大厦1 路线 电话绿地集团北京市房山区天星街1号院10号2 路线 电话绿地集团(双高路)北京市大兴区兴丰大街与双高路交叉口西北100米3 路线 电话查看更多结果
2	3	0	385	699	1146	绿地集团_搜狗百科总部地点：上海市黄浦区打浦路700号所属产业：地产,能源,商业,金融,酒店等简介：绿地集团是上海市国有控股特大型企业集团,成立于1992年7月18日.绿地集团始终坚持“绿地,让生活更美好”的企业宗旨,做政府所想、为市场所需,通过产业经营与资本经营并举发展,已形成“房地产主业突出,能源、金融...集团介绍发展历程发展目标企业宗旨
3	4	0	385	1153	1292	绿地集团世界500强企业中国驰名商标打开澳洲市场的“通行证”——绿地集团...区域深耕全...开发圣约瀚名邸、虹桥新城、黄金水岸、淞虹公寓、绿...www.greenlandsc.com
4	5	None	None	None	None	绿地集团最新招聘信息166条-搜狗招聘全搜索职位名称公司名称工作地点发布时间销售经理绿地集团北京2016-09-16房地产销售绿地集团北京2016-09-16绿地一手房销售底薪3000..绿地集团北京2016-09-15财务主管绿地集团京津事业部北京2016-05-06招聘销售主任绿地集团北京2016-09-14查看全部信息www.sogou.com - 2016-09-19
None	6	0	1	366	367	
5	7	None	None	None	None	绿地集团绿地集团郑州高铁站东广场超...首页新闻中心公司要闻媒体报道在线视频走进绿地集团简介事业部简介产品...郑州市郑东新区CBD商务外环路13号峰会天下四层www.hnldzy.cn
None	8	19	366	1900	2021	87%的人还搜了绿地集团董事长绿地集团官网绿地集团招聘上海绿地集团
None	9	None	None	None	None	绿地集团的相关微信公众号文章绿地集团绿地集团创立于1992年7月18日,总部位于中国上海,22年来,始终坚持“绿地,让生活更美好”的企业宗旨,做政府所想、为市场所...绿地集团创立于1992年7月18日,总部位于中国上海,22年来,始终坚持“绿地,让生活更美好”的企业宗旨,做政府所想、为市场所需,通过产业经营与资本经营并举发展,已形成目前“房地产主业突出,金融等相关产业并举发展”的产业布局,在2014《财富》世界企业500强中位列第268...绿地集团2015年度宣传片正式发布绿地集团未来户型大赛35强揭晓更多相关文章
None	10	0	1	366	367	
None	11	0	1	366	367	
None	12	0	385	2781	2992	绿地集团吧_百度贴吧关注：550帖子：782求助!!!!拜托大家帮我看一下这个面试...21绿地控股股份公司面试邀请是以什么形式联...14这个招聘信息真实吗?11更多帖吧内容
None	13	0	385	2999	3116	绿地集团山东事业部绿地控股集团山东房地产事业部,绿地集团——世界企业500强企业,中国房地产行业的全球化经营领跑者www.lvdishandong.com
None	14	0	385	3122	3573	绿地集团打造欧洲住宅第一高-国际-第一新闻网8小时前-2016年9月13日晚,绿地集团在英国独立开发的第二个也是最重磅的项目——绿地·伦敦之巅2016...www.firstnews.com.cn
