uid	settingid	tid	l	ratio
2016011284	4	9	11794.0	0.443023255814
2016310173	2	10	11798.0	0.441860465116
2016011304	1	6	11844.0	0.440697674419
2014010012	1	8	11903.44495	0.439534883721
2016011336	3	2	11906.0	0.438372093023
2014011525	3	5	11977.0	0.437209302326
2015010872	4	3	12057.2397	0.436046511628
2015010887	4	7	12064.3287	0.43488372093
2014080102	3	20	12091.0	0.433720930233
2016011257	1	19	12093.0	0.432558139535
2016211123	3	17	12153.65573	0.431395348837
2013012056	4	1	12183.0	0.43023255814
2016211454	4	3	12229.31537	0.429069767442
2016050024	3	1	12255.0	0.427906976744
2014012023	1	10	12301.40674	0.426744186047
2015210462	3	3	12323.0	0.425581395349
2013010932	1	20	12358.2803	0.424418604651
2016011396	4	3	12365.25369	0.423255813953
2014080118	3	5	12403.0	0.422093023256
2015210462	3	14	12438.0	0.420930232558
2016011317	1	5	12465.0	0.41976744186
2016011386	1	2	12532.0	0.418604651163
2014012280	3	17	12532.0	0.417441860465
2013012645	2	8	12567.01556	0.416279069767
2016011304	1	16	12568.0	0.41511627907
2015311241	2	1	12593.0	0.413953488372
2016011257	1	9	12657.37537	0.412790697674
2015210462	3	4	12658.0	0.411627906977
2013011361	1	19	12658.0	0.410465116279
2016011386	1	9	12726.0	0.409302325581
2016011373	1	13	12783.0	0.408139534884
2014010974	2	5	12799.2459	0.406976744186
2016211454	4	4	12890.0	0.405813953488
2014010012	1	16	12919.6301	0.404651162791
2015210462	3	13	12927.0	0.403488372093
2016210747	2	2	12929.0	0.402325581395
2016011286	2	17	13010.0	0.401162790698
2016011286	2	2	13022.0	0.4
2016011258	4	17	13064.0	0.398837209302
2016011392	3	5	13123.0	0.397674418605
2016011258	4	5	13123.0	0.396511627907
2014080129	2	16	13126.0	0.395348837209
2013012048	4	7	13133.0	0.394186046512
2016011257	1	2	13151.0	0.393023255814
2014080102	3	6	13155.0	0.391860465116
2013012056	4	17	13168.0	0.390697674419
2013012048	4	12	13188.0	0.389534883721
2016011284	4	3	13270.0	0.388372093023
2013011361	1	2	13296.0	0.387209302326
2014080118	3	4	13325.0	0.386046511628
2016011317	1	6	13348.5191	0.38488372093
2013011361	1	1	13354.5792	0.383720930233
2016011284	4	4	13377.0	0.382558139535
2016310173	2	15	13398.0	0.381395348837
2014010974	2	20	13431.0	0.38023255814
2015012244	4	12	13448.0	0.379069767442
2014080121	2	17	13457.0	0.377906976744
2016211123	3	5	13461.31537	0.376744186047
2014012280	3	5	13500.0	0.375581395349
2016210747	2	13	13502.0	0.374418604651
2016211454	4	15	13504.0	0.373255813953
2014310617	2	2	13535.0	0.372093023256
2014210115	2	10	13540.0	0.370930232558
2016050024	3	4	13559.0	0.36976744186
2016050024	3	2	13562.0	0.368604651163
2014310617	2	3	13576.0	0.367441860465
2016011258	4	10	13581.0	0.366279069767
2013010932	1	7	13594.0	0.36511627907
2014010012	1	6	13601.54333	0.363953488372
2013011361	1	8	13608.5269	0.362790697674
2014010588	2	2	13632.0	0.361627906977
2014010588	2	17	13644.0	0.360465116279
2014010012	1	19	13651.0	0.359302325581
2014011335	3	10	13678.0	0.358139534884
2016011284	4	2	13719.0	0.356976744186
2016011386	1	19	13723.0	0.355813953488
2016310173	2	2	13734.0	0.354651162791
2013012692	1	20	13747.0	0.353488372093
2016011317	1	14	13766.6206	0.352325581395
2013012056	4	12	13820.0	0.351162790698
2013012048	4	8	13906.0	0.35
2016011373	1	4	13917.3833	0.348837209302
2014080129	2	19	13925.3638	0.347674418605
2014080129	2	10	13957.0	0.346511627907
2014080129	2	3	13971.7284	0.345348837209
2016011286	2	19	14031.0	0.344186046512
2014080121	2	7	14073.0	0.343023255814
2015010872	4	8	14083.44965	0.341860465116
2014011525	3	3	14110.0	0.340697674419
2015012244	4	16	14145.5347	0.339534883721
2016011373	1	2	14152.0	0.338372093023
2016011311	4	12	14186.0	0.337209302326
2015010872	4	12	14191.0	0.336046511628
2016011311	4	14	14214.0	0.33488372093
2016211123	3	16	14224.0	0.333720930233
2013011361	1	5	14243.0	0.332558139535
2014080102	3	5	14252.0	0.331395348837
2016011286	2	9	14300.0	0.33023255814
2014310617	2	10	14304.0827	0.329069767442
2015210462	3	12	14349.0	0.327906976744
2013012056	4	4	14365.0	0.326744186047
2016011336	3	1	14481.0	0.325581395349
2016011317	1	13	14490.0	0.324418604651
2015311241	2	14	14503.0	0.323255813953
2016011396	4	17	14536.0	0.322093023256
2016011304	1	7	14572.0	0.320930232558
2016011373	1	19	14629.0	0.31976744186
2016011396	4	20	14670.0	0.318604651163
2014011335	3	3	14731.0	0.317441860465
2016011304	1	19	14803.0	0.316279069767
2016011304	1	14	14880.0	0.31511627907
2015010887	4	12	14899.0	0.313953488372
2016011386	1	13	14914.0	0.312790697674
2014010012	1	5	14956.0	0.311627906977
2015012244	4	1	14997.0	0.310465116279
2013012048	4	14	15047.0	0.309302325581
2013012048	4	2	15170.0	0.308139534884
2016011386	1	4	15196.30286	0.306976744186
2014011335	3	2	15197.0	0.305813953488
2014210115	2	8	15345.0	0.304651162791
2014010974	2	13	15349.0	0.303488372093
2014080118	3	7	15354.4848	0.302325581395
2016011286	2	6	15361.0	0.301162790698
2013011361	1	9	15363.0	0.3
2014080102	3	2	15378.0	0.298837209302
2016011336	3	3	15493.0	0.297674418605
2016310173	2	4	15501.0	0.296511627907
2016011257	1	3	15512.0	0.295348837209
2016011373	1	3	15531.0	0.294186046512
2013011361	1	4	15539.167	0.293023255814
2016050024	3	3	15727.0	0.291860465116
2013011361	1	7	15772.0	0.290697674419
2014010974	2	19	15792.52696	0.289534883721
2016011311	4	16	15830.0	0.288372093023
2016310173	2	6	15835.0	0.287209302326
2014080129	2	17	15838.0	0.286046511628
2015010872	4	16	15853.0	0.28488372093
2016211454	4	12	16008.44965	0.283720930233
2016011373	1	16	16058.0	0.282558139535
2013012692	1	16	16093.0	0.281395348837
2013010932	1	3	16179.0	0.28023255814
2016011317	1	1	16238.299	0.279069767442
2013012048	4	10	16273.0	0.277906976744
2014010012	1	1	16299.0	0.276744186047
2016011386	1	20	16316.28433	0.275581395349
2016211123	3	7	16412.0	0.274418604651
2016011396	4	16	16449.46136	0.273255813953
2014010974	2	17	16461.39966	0.272093023256
2016011257	1	13	16465.0	0.270930232558
2014010974	2	6	16542.0	0.26976744186
2016011336	3	9	16573.35034	0.268604651163
2016011258	4	4	16577.0	0.267441860465
2013011361	1	10	16593.0	0.266279069767
2016211454	4	19	16639.0	0.26511627907
2016211313	1	20	16649.26147	0.263953488372
2015311241	2	9	16666.96875	0.262790697674
2016211454	4	9	16668.0	0.261627906977
2016011373	1	18	16796.32477	0.260465116279
2014010588	2	15	16819.0	0.259302325581
2014011525	3	4	16894.0	0.258139534884
2016011386	1	12	17024.0	0.256976744186
2014080129	2	4	17025.4754	0.255813953488
2014010588	2	16	17031.4223	0.254651162791
2016011396	4	13	17037.0	0.253488372093
2016011392	3	13	17079.267	0.252325581395
2016011317	1	10	17127.0	0.251162790698
2016011311	4	8	17155.0	0.25
2016011386	1	7	17165.0	0.248837209302
2016310173	2	16	17172.0	0.247674418605
2015010887	4	16	17226.0	0.246511627907
2014310617	2	13	17255.0	0.245348837209
2016011286	2	8	17266.0	0.244186046512
2016210747	2	17	17363.0	0.243023255814
2014080121	2	5	17392.0	0.241860465116
2014012280	3	7	17427.0	0.240697674419
