0001	baidu	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547525&compare=baidu
0001	sogou	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547525&compare=sm
0001	haosou	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547525&compare=haosou
0001	sm	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547525&compare=sm
0002	sogou	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547528&compare=sm
0002	haosou	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547528&compare=haosou
0002	sm	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547528&compare=sm
0002	baidu	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547528&compare=baidu
0003	sogou	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547529&compare=sm
0003	haosou	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547529&compare=haosou
0003	baidu	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547529&compare=baidu
0003	sm	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547529&compare=sm
0004	haosou	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547535&compare=haosou
0004	sogou	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547535&compare=sm
0004	sm	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547535&compare=sm
0004	baidu	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547535&compare=baidu
0005	sm	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547539&compare=sm
0005	sogou	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547539&compare=sm
0005	baidu	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547539&compare=baidu
0005	haosou	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547539&compare=haosou
0006	baidu	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547540&compare=baidu
0006	sogou	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547540&compare=sm
0006	haosou	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547540&compare=haosou
0006	sm	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547540&compare=sm
0007	sm	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547547&compare=sm
0007	haosou	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547547&compare=haosou
0007	baidu	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547547&compare=baidu
0007	sogou	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547547&compare=sm
0008	sogou	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547550&compare=sm
0008	sm	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547550&compare=sm
0008	baidu	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547550&compare=baidu
0008	haosou	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547550&compare=haosou
0009	sogou	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547551&compare=sm
0009	haosou	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547551&compare=haosou
0009	sm	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547551&compare=sm
0009	baidu	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547551&compare=baidu
0010	sm	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547555&compare=sm
0010	haosou	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547555&compare=haosou
0010	baidu	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547555&compare=baidu
0010	sogou	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547555&compare=sm
0011	sogou	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547557&compare=sm
0011	sm	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547557&compare=sm
0011	haosou	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547557&compare=haosou
0011	baidu	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547557&compare=baidu
0012	haosou	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547570&compare=haosou
0012	sm	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547570&compare=sm
0012	sogou	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547570&compare=sm
0012	baidu	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547570&compare=baidu
0013	sogou	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547575&compare=sm
0013	haosou	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547575&compare=haosou
0013	sm	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547575&compare=sm
0013	baidu	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547575&compare=baidu
0014	baidu	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547580&compare=baidu
0014	sogou	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547580&compare=sm
0014	sm	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547580&compare=sm
0014	haosou	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547580&compare=haosou
0015	sm	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547583&compare=sm
0015	sogou	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547583&compare=sm
0015	haosou	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547583&compare=haosou
0015	baidu	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547583&compare=baidu
0016	sogou	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547585&compare=sm
0016	baidu	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547585&compare=baidu
0016	sm	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547585&compare=sm
0016	haosou	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547585&compare=haosou
0017	sm	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547587&compare=sm
0017	sogou	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547587&compare=sm
0017	baidu	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547587&compare=baidu
0017	haosou	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547587&compare=haosou
0018	sogou	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547590&compare=sm
0018	haosou	http://sbs.m.sogou.com/index.php/annotate/viewResult?taskId=2846&queryId=1547590&compare=haosou
