dumb,MSnDCG@0003,NCUrb,P,Q@0003,P-measure,O-measure,NCUgu,BR,Q-measure,ERR,RR,Q@0005,AP@0005,AP@0003,MSnDCG@0005,RBP,AP,P-plus,NCUrb,BR,Hit@0005,Hit@0003,nERR@0005,P@0005,P@0003,nERR@0003,nDCG@0005,NCUgu,P,nDCG@0003
MSnDCG@0003,,0.666666666667,0.666666666667,1.0,0.666666666667,0.666666666667,0.666666666667,1.0,0.547722557505,0.666666666667,0.666666666667,0.666666666667,0.666666666667,0.333333333333,0.666666666667,1.0,0.666666666667,0.707106781187,0.547722557505,1.0,0.333333333333,0.666666666667,1.0,0.666666666667,0.666666666667,0.666666666667
NCUrb,P,,,1.0,0.666666666667,0.333333333333,1.0,1.0,0.666666666667,0.182574185835,1.0,1.0,1.0,1.0,0.666666666667,1.0,0.666666666667,1.0,0.235702260396,0.182574185835,0.666666666667,0.666666666667,1.0,0.666666666667,1.0,1.0,1.0
Q@0003,,,,0.666666666667,0.333333333333,1.0,1.0,0.666666666667,0.182574185835,1.0,1.0,1.0,1.0,0.666666666667,1.0,0.666666666667,1.0,0.235702260396,0.182574185835,0.666666666667,0.666666666667,1.0,0.666666666667,1.0,1.0,1.0
P-measure,,,,,0.666666666667,0.666666666667,0.666666666667,1.0,0.547722557505,0.666666666667,0.666666666667,0.666666666667,0.666666666667,0.333333333333,0.666666666667,1.0,0.666666666667,0.707106781187,0.547722557505,1.0,0.333333333333,0.666666666667,1.0,0.666666666667,0.666666666667,0.666666666667
O-measure,,,,,,0.333333333333,0.333333333333,0.666666666667,0.912870929175,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.0,0.333333333333,0.666666666667,0.333333333333,0.707106781187,0.912870929175,0.666666666667,0.0,0.333333333333,0.666666666667,0.333333333333,0.333333333333,0.333333333333
NCUgu,BR,,,,,,,1.0,0.666666666667,0.182574185835,1.0,1.0,1.0,1.0,0.666666666667,1.0,0.666666666667,1.0,0.235702260396,0.182574185835,0.666666666667,0.666666666667,1.0,0.666666666667,1.0,1.0,1.0
Q-measure,,,,,,,,0.666666666667,0.182574185835,1.0,1.0,1.0,1.0,0.666666666667,1.0,0.666666666667,1.0,0.235702260396,0.182574185835,0.666666666667,0.666666666667,1.0,0.666666666667,1.0,1.0,1.0
ERR,,,,,,,,,0.547722557505,0.666666666667,0.666666666667,0.666666666667,0.666666666667,0.333333333333,0.666666666667,1.0,0.666666666667,0.707106781187,0.547722557505,1.0,0.333333333333,0.666666666667,1.0,0.666666666667,0.666666666667,0.666666666667
RR,,,,,,,,,,0.182574185835,0.182574185835,0.182574185835,0.182574185835,-0.182574185835,0.182574185835,0.547722557505,0.182574185835,0.516397779494,1.0,0.547722557505,-0.182574185835,0.182574185835,0.547722557505,0.182574185835,0.182574185835,0.182574185835
Q@0005,,,,,,,,,,,1.0,1.0,1.0,0.666666666667,1.0,0.666666666667,1.0,0.235702260396,0.182574185835,0.666666666667,0.666666666667,1.0,0.666666666667,1.0,1.0,1.0
AP@0005,,,,,,,,,,,,1.0,1.0,0.666666666667,1.0,0.666666666667,1.0,0.235702260396,0.182574185835,0.666666666667,0.666666666667,1.0,0.666666666667,1.0,1.0,1.0
AP@0003,,,,,,,,,,,,,1.0,0.666666666667,1.0,0.666666666667,1.0,0.235702260396,0.182574185835,0.666666666667,0.666666666667,1.0,0.666666666667,1.0,1.0,1.0
MSnDCG@0005,,,,,,,,,,,,,,0.666666666667,1.0,0.666666666667,1.0,0.235702260396,0.182574185835,0.666666666667,0.666666666667,1.0,0.666666666667,1.0,1.0,1.0
RBP,,,,,,,,,,,,,,,0.666666666667,0.333333333333,0.666666666667,0.235702260396,-0.182574185835,0.333333333333,1.0,0.666666666667,0.333333333333,0.666666666667,0.666666666667,0.666666666667
AP,,,,,,,,,,,,,,,,0.666666666667,1.0,0.235702260396,0.182574185835,0.666666666667,0.666666666667,1.0,0.666666666667,1.0,1.0,1.0
P-plus,,,,,,,,,,,,,,,,,0.666666666667,0.707106781187,0.547722557505,1.0,0.333333333333,0.666666666667,1.0,0.666666666667,0.666666666667,0.666666666667
NCUrb,BR,,,,,,,,,,,,,,,,,,0.235702260396,0.182574185835,0.666666666667,0.666666666667,1.0,0.666666666667,1.0,1.0,1.0
Hit@0005,,,,,,,,,,,,,,,,,,,0.516397779494,0.707106781187,0.235702260396,0.235702260396,0.707106781187,0.235702260396,0.235702260396,0.235702260396
Hit@0003,,,,,,,,,,,,,,,,,,,,0.547722557505,-0.182574185835,0.182574185835,0.547722557505,0.182574185835,0.182574185835,0.182574185835
nERR@0005,,,,,,,,,,,,,,,,,,,,,0.333333333333,0.666666666667,1.0,0.666666666667,0.666666666667,0.666666666667
P@0005,,,,,,,,,,,,,,,,,,,,,,0.666666666667,0.333333333333,0.666666666667,0.666666666667,0.666666666667
P@0003,,,,,,,,,,,,,,,,,,,,,,,0.666666666667,1.0,1.0,1.0
nERR@0003,,,,,,,,,,,,,,,,,,,,,,,,0.666666666667,0.666666666667,0.666666666667
nDCG@0005,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
NCUgu,P,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
nDCG@0003,,,,,,,,,,,,,,,,,,,,,,,,,,
