id,user_id,setting_id,task_id,result_id,score
838,2016211001,1,5,4,0
839,2016211001,1,5,5,0
840,2016211001,1,5,6,0
841,2016211001,1,5,7,0
842,2016211001,1,5,8,0
843,2016211001,1,5,9,0
844,2016211001,1,5,10,0
845,2016211001,1,20,0,4
846,2016211001,1,20,1,0
847,2016211001,1,20,2,0
848,2016211001,1,20,3,0
849,2016211001,1,20,4,0
850,2016211001,1,20,5,0
851,2016211001,1,20,6,0
852,2016211001,1,20,7,0
853,2016211001,1,20,8,0
854,2016211001,1,20,9,0
855,2016211001,1,20,10,0
856,2016211001,1,20,11,0
857,2016211001,1,11,0,4
858,2016211001,1,11,1,0
859,2016211001,1,11,2,0
860,2016211001,1,11,3,0
861,2016211001,1,11,4,0
862,2016211001,1,11,5,0
863,2016211001,1,11,6,0
864,2016211001,1,11,7,0
865,2016211001,1,11,8,0
866,2016211001,1,11,9,0
867,2016211001,1,11,10,0
868,2016211001,1,1,0,4
869,2016211001,1,1,1,0
870,2016211001,1,1,2,0
871,2016211001,1,1,3,0
872,2016211001,1,1,4,0
873,2016211001,1,1,5,0
874,2016211001,1,1,6,0
875,2016211001,1,1,7,0
876,2016211001,1,1,8,0
877,2016211001,1,1,9,0
878,2016211001,1,1,10,0
879,2016211001,1,19,0,3
880,2016211001,1,19,1,0
881,2016211001,1,19,2,0
882,2016211001,1,19,3,0
883,2016211001,1,19,4,0
884,2016211001,1,19,5,0
885,2016211001,1,19,6,0
886,2016211001,1,19,7,0
887,2016211001,1,19,8,0
888,2016211001,1,19,9,0
889,2016211001,1,19,10,0
890,2016211001,1,19,11,0
891,2016211001,1,19,12,0
892,2016211001,1,4,0,4
893,2016211001,1,4,1,0
894,2016211001,1,4,2,0
895,2016211001,1,4,3,0
896,2016211001,1,4,4,0
897,2016211001,1,4,5,0
898,2016211001,1,4,6,0
899,2016211001,1,4,7,0
900,2016211001,1,4,8,0
901,2016211001,1,4,9,0
902,2016211001,1,4,10,0
903,2016211001,1,18,0,3
904,2016211001,1,18,1,0
905,2016211001,1,18,2,0
906,2016211001,1,18,3,0
907,2016211001,1,18,4,0
908,2016211001,1,18,5,0
909,2016211001,1,18,6,0
910,2016211001,1,18,7,0
911,2016211001,1,18,8,0
912,2016211001,1,18,9,0
913,2016211001,1,18,10,0
914,2016211001,1,14,0,3
915,2016211001,1,14,1,0
916,2016211001,1,14,2,0
917,2016211001,1,14,3,0
918,2016211001,1,14,4,0
919,2016211001,1,14,5,0
920,2016211001,1,14,6,0
921,2016211001,1,14,7,0
922,2016211001,1,14,8,0
923,2016211001,1,14,9,0
924,2016211001,1,14,10,0
925,2016211001,1,6,0,3
926,2016211001,1,6,1,0
927,2016211001,1,6,2,0
928,2016211001,1,6,3,0
929,2016211001,1,6,4,0
930,2016211001,1,6,5,0
931,2016211001,1,6,6,0
932,2016211001,1,6,7,0
933,2016211001,1,6,8,0
934,2016211001,1,6,9,0
935,2016211001,1,8,0,4
936,2016211001,1,8,1,0
937,2016211001,1,8,2,0
938,2016211001,1,8,3,0
939,2016211001,1,8,4,0
940,2016211001,1,8,5,0
941,2016211001,1,8,6,0
942,2016211001,1,8,7,0
943,2016211001,1,8,8,0
944,2016211001,1,8,9,0
945,2016211001,1,13,0,4
946,2016211001,1,13,1,0
947,2016211001,1,13,2,0
948,2016211001,1,13,3,0
949,2016211001,1,13,4,0
950,2016211001,1,13,5,0
951,2016211001,1,13,6,0
952,2016211001,1,13,7,0
953,2016211001,1,13,8,0
954,2016211001,1,13,9,0
955,2016211001,1,13,10,0
956,2016211001,1,13,11,0
957,2016211001,1,13,12,0
958,2016211001,1,12,0,3
959,2016211001,1,12,1,0
960,2016211001,1,12,2,0
961,2016211001,1,12,3,0
962,2016211001,1,12,4,0
963,2016211001,1,12,5,0
964,2016211001,1,12,6,0
965,2016211001,1,12,7,0
966,2016211001,1,12,8,0
967,2016211001,1,12,9,0
968,2016211001,1,12,10,0
969,2016211001,1,3,0,3
970,2016211001,1,3,1,0
971,2016211001,1,3,2,0
972,2016211001,1,3,3,0
973,2016211001,1,3,4,0
974,2016211001,1,3,5,0
975,2016211001,1,3,6,0
976,2016211001,1,3,7,0
977,2016211001,1,3,8,0
978,2016211001,1,3,9,0
979,2016211001,1,3,10,0
980,2016211001,2,16,0,3
981,2016211001,2,16,1,0
982,2016211001,2,16,2,0
983,2016211001,2,16,3,0
984,2016211001,2,16,4,0
985,2016211001,2,16,5,0
986,2016211001,2,16,6,0
987,2016211001,2,16,7,0
988,2016211001,2,16,8,0
989,2016211001,2,16,9,0
990,2016211001,2,16,10,0
991,2016211001,2,18,0,2
992,2016211001,2,18,1,0
993,2016211001,2,18,2,0
994,2016211001,2,18,3,0
995,2016211001,2,18,4,0
996,2016211001,2,18,5,0
997,2016211001,2,18,6,0
998,2016211001,2,18,7,0
999,2016211001,2,18,8,0
1000,2016211001,2,18,9,0
1001,2016211001,2,5,0,4
1002,2016211001,2,5,1,0
1003,2016211001,2,5,2,0
1004,2016211001,2,5,3,0
1005,2016211001,2,5,4,0
1006,2016211001,2,5,5,0
1007,2016211001,2,5,6,0
1008,2016211001,2,5,7,0
1009,2016211001,2,5,8,0
1010,2016211001,2,5,9,0
1011,2016211001,2,2,0,4
1012,2016211001,2,2,1,0
1013,2016211001,2,2,2,0
1014,2016211001,2,2,3,0
1015,2016211001,2,2,4,0
1016,2016211001,2,2,5,0
1017,2016211001,2,2,6,0
1018,2016211001,2,2,7,0
1019,2016211001,2,2,8,0
1020,2016211001,2,2,9,0
1021,2016211001,2,2,10,0
1022,2016211001,2,14,0,3
1023,2016211001,2,14,1,0
1024,2016211001,2,14,2,0
1025,2016211001,2,14,3,0
1026,2016211001,2,14,4,0
1027,2016211001,2,14,5,0
1028,2016211001,2,14,6,0
1029,2016211001,2,14,7,0
1030,2016211001,2,14,8,0
1031,2016211001,2,14,9,0
1032,2016211001,2,14,10,0
1033,2016211001,2,14,11,0
1034,2016211001,2,14,12,0
1035,2016211001,2,9,0,4
1036,2016211001,2,9,1,0
1037,2016211001,2,9,2,0
1038,2016211001,2,9,3,0
1039,2016211001,2,9,4,0
1040,2016211001,2,9,5,0
1041,2016211001,2,9,6,0
1042,2016211001,2,9,7,0
1043,2016211001,2,9,8,0
1044,2016211001,2,9,9,0
1045,2016211001,2,9,10,0
1046,2016211001,2,11,0,4
1047,2016211001,2,11,1,0
1048,2016211001,2,11,2,0
1049,2016211001,2,11,3,0
1050,2016211001,2,11,4,0
1051,2016211001,2,11,5,0
1052,2016211001,2,11,6,0
1053,2016211001,2,11,7,0
1054,2016211001,2,11,8,0
1055,2016211001,2,11,9,0
1056,2016211001,2,11,10,0
1057,2016211001,2,11,11,0
1058,2016211001,2,11,12,0
1059,2016211001,2,11,13,0
1060,2016211001,2,8,0,3
1061,2016211001,2,8,1,0
1062,2016211001,2,8,2,0
1063,2016211001,2,8,3,0
1064,2016211001,2,8,4,0
1065,2016211001,2,8,5,0
1066,2016211001,2,8,6,0
1067,2016211001,2,8,7,0
1068,2016211001,2,8,8,0
1069,2016211001,2,8,9,0
1070,2016211001,2,8,10,0
1071,2016211001,2,8,11,0
1072,2016211001,2,7,0,3
1073,2016211001,2,7,1,0
1074,2016211001,2,7,2,0
1075,2016211001,2,7,3,0
1076,2016211001,2,7,4,0
1077,2016211001,2,7,5,0
1078,2016211001,2,7,6,0
1079,2016211001,2,7,7,0
1080,2016211001,2,7,8,0
1081,2016211001,2,7,9,0
1082,2016211001,2,7,10,0
1083,2016211001,2,7,11,0
1084,2016211001,2,1,0,3
1085,2016211001,2,1,1,0
1086,2016211001,2,1,2,0
1087,2016211001,2,1,3,0
1088,2016211001,2,1,4,0
1089,2016211001,2,1,5,0
1090,2016211001,2,1,6,0
1091,2016211001,2,1,7,0
1092,2016211001,2,1,8,0
1093,2016211001,2,1,9,0
1094,2016211001,2,3,0,3
1095,2016211001,2,3,1,0
1096,2016211001,2,3,2,0
1097,2016211001,2,3,3,0
1098,2016211001,2,3,4,0
1099,2016211001,2,3,5,0
1100,2016211001,2,3,6,0
1101,2016211001,2,3,7,0
1102,2016211001,2,3,8,0
1103,2016211001,2,3,9,0
1104,2016211001,2,3,10,0
1105,2016211001,2,17,0,3
1106,2016211001,2,17,1,0
1107,2016211001,2,17,2,0
1108,2016211001,2,17,3,0
1109,2016211001,2,17,4,0
1110,2016211001,2,17,5,0
1111,2016211001,2,17,6,0
1112,2016211001,2,17,7,0
1113,2016211001,2,17,8,0
1114,2016211001,2,17,9,0
1115,2016211001,2,13,0,3
1116,2016211001,2,13,1,0
1117,2016211001,2,13,2,0
1118,2016211001,2,13,3,0
1119,2016211001,2,13,4,0
1120,2016211001,2,13,5,0
1121,2016211001,2,13,6,0
1122,2016211001,2,13,7,0
1123,2016211001,2,13,8,0
1124,2016211001,2,13,9,0
1125,2016211001,2,13,10,0
1126,2016211001,2,13,11,0
1127,2016211001,2,13,12,0
1128,2016211001,2,10,0,4
1129,2016211001,2,10,1,0
1130,2016211001,2,10,2,0
1131,2016211001,2,10,3,0
1132,2016211001,2,10,4,0
1133,2016211001,2,10,5,0
1134,2016211001,2,10,6,0
1135,2016211001,2,10,7,0
1136,2016211001,2,10,8,0
1137,2016211001,2,10,9,0
1138,2016211001,2,10,10,0
1139,2016211001,2,10,11,0
1140,2016211001,2,20,0,3
1141,2016211001,2,20,1,0
1142,2016211001,2,20,2,0
1143,2016211001,2,20,3,0
1144,2016211001,2,20,4,0
1145,2016211001,2,20,5,0
1146,2016211001,2,20,6,0
1147,2016211001,2,20,7,0
1148,2016211001,2,20,8,0
1149,2016211001,2,20,9,0
1150,2016211001,2,19,0,3
1151,2016211001,2,19,1,0
1152,2016211001,2,19,2,0
1153,2016211001,2,19,3,0
1154,2016211001,2,19,4,0
1155,2016211001,2,19,5,0
1156,2016211001,2,19,6,0
1157,2016211001,2,19,7,0
1158,2016211001,2,19,8,0
1159,2016211001,2,19,9,0
1160,2016211001,2,19,10,0
1161,2016211001,2,6,0,4
1162,2016211001,2,6,1,0
1163,2016211001,2,6,2,0
1164,2016211001,2,6,3,0
1165,2016211001,2,6,4,0
1166,2016211001,2,6,5,0
1167,2016211001,2,6,6,0
1168,2016211001,2,6,7,0
1169,2016211001,2,6,8,0
1170,2016211001,2,6,9,0
1171,2016211001,2,15,0,3
1172,2016211001,2,15,1,0
1173,2016211001,2,15,2,0
1174,2016211001,2,15,3,0
1175,2016211001,2,15,4,0
1176,2016211001,2,15,5,0
1177,2016211001,2,15,6,0
1178,2016211001,2,15,7,0
1179,2016211001,2,15,8,0
1180,2016211001,2,15,9,0
1181,2016211001,2,15,10,0
1182,2016211001,2,15,11,0
1183,2016211001,2,4,0,4
1184,2016211001,2,4,1,0
1185,2016211001,2,4,2,0
1186,2016211001,2,4,3,0
1187,2016211001,2,4,4,0
1188,2016211001,2,4,5,0
1189,2016211001,2,4,6,0
1190,2016211001,2,4,7,0
1191,2016211001,2,4,8,0
1192,2016211001,2,4,9,0
1193,2016211001,2,12,0,4
1194,2016211001,2,12,1,0
1195,2016211001,2,12,2,0
1196,2016211001,2,12,3,0
1197,2016211001,2,12,4,0
1198,2016211001,2,12,5,0
1199,2016211001,2,12,6,0
1200,2016211001,2,12,7,0
1201,2016211001,2,12,8,0
1202,2016211001,2,12,9,0
1203,2016211001,2,12,10,0
1204,2016211001,2,12,11,0
1205,2016211001,2,12,12,0
1206,2016211001,3,5,0,4
1207,2016211001,3,5,1,0
1208,2016211001,3,5,2,0
1209,2016211001,3,5,3,0
1210,2016211001,3,5,4,0
1211,2016211001,3,5,5,0
1212,2016211001,3,5,6,0
1213,2016211001,3,5,7,0
1214,2016211001,3,5,8,0
1215,2016211001,3,5,9,0
1216,2016211001,3,18,0,3
1217,2016211001,3,18,1,0
1218,2016211001,3,18,2,0
1219,2016211001,3,18,3,0
1220,2016211001,3,18,4,0
1221,2016211001,3,18,5,0
1222,2016211001,3,18,6,0
1223,2016211001,3,18,7,0
1224,2016211001,3,18,8,0
1225,2016211001,3,18,9,0
1226,2016211001,3,6,0,4
1227,2016211001,3,6,1,0
1228,2016211001,3,6,2,0
1229,2016211001,3,6,3,0
1230,2016211001,3,6,4,0
1231,2016211001,3,6,5,0
1232,2016211001,3,6,6,0
1233,2016211001,3,6,7,0
1234,2016211001,3,6,8,0
1235,2016211001,3,6,9,0
1236,2016211001,3,6,10,0
1237,2016211001,3,6,11,0
1238,2016211001,3,6,12,0
1239,2016211001,3,19,0,3
1240,2016211001,3,19,1,0
1241,2016211001,3,19,2,0
1242,2016211001,3,19,3,0
1243,2016211001,3,19,4,0
1244,2016211001,3,19,5,0
1245,2016211001,3,19,6,0
1246,2016211001,3,19,7,0
1247,2016211001,3,19,8,0
1248,2016211001,3,19,9,0
1249,2016211001,3,13,0,3
1250,2016211001,3,13,1,0
1251,2016211001,3,13,2,0
1252,2016211001,3,13,3,0
1253,2016211001,3,13,4,0
1254,2016211001,3,13,5,0
1255,2016211001,3,13,6,0
1256,2016211001,3,13,7,0
1257,2016211001,3,13,8,0
1258,2016211001,3,13,9,0
1259,2016211001,3,13,10,0
1260,2016211001,3,17,0,3
1261,2016211001,3,17,1,0
1262,2016211001,3,17,2,0
1263,2016211001,3,17,3,0
1264,2016211001,3,17,4,0
1265,2016211001,3,17,5,0
1266,2016211001,3,17,6,0
1267,2016211001,3,17,7,0
1268,2016211001,3,17,8,0
1269,2016211001,3,17,9,0
1270,2016211001,3,2,0,3
1271,2016211001,3,2,1,0
1272,2016211001,3,2,2,0
1273,2016211001,3,2,3,0
1274,2016211001,3,2,4,0
1275,2016211001,3,2,5,0
1276,2016211001,3,2,6,0
1277,2016211001,3,2,7,0
1278,2016211001,3,2,8,0
1279,2016211001,3,2,9,0
1280,2016211001,3,2,10,0
1281,2016211001,3,2,11,0
1282,2016211001,3,20,0,3
1283,2016211001,3,20,1,0
1284,2016211001,3,20,2,0
1285,2016211001,3,20,3,0
1286,2016211001,3,20,4,0
1287,2016211001,3,20,5,0
1288,2016211001,3,20,6,0
1289,2016211001,3,20,7,0
1290,2016211001,3,20,8,0
1291,2016211001,3,20,9,0
1292,2016211001,3,20,10,0
1293,2016211001,3,8,0,3
1294,2016211001,3,8,1,0
1295,2016211001,3,8,2,0
1296,2016211001,3,8,3,0
1297,2016211001,3,8,4,0
1298,2016211001,3,8,5,0
1299,2016211001,3,8,6,0
1300,2016211001,3,8,7,0
1301,2016211001,3,8,8,0
1302,2016211001,3,8,9,0
1303,2016211001,3,8,10,0
1304,2016211001,3,8,11,0
1305,2016211001,3,8,12,0
1306,2016211001,3,1,0,4
1307,2016211001,3,1,1,0
1308,2016211001,3,1,2,0
1309,2016211001,3,1,3,0
1310,2016211001,3,1,4,0
1311,2016211001,3,1,5,0
1312,2016211001,3,1,6,0
1313,2016211001,3,1,7,0
1314,2016211001,3,1,8,0
1315,2016211001,3,1,9,0
1316,2016211001,3,1,10,0
1317,2016211001,3,1,11,0
1318,2016211001,3,14,0,3
1319,2016211001,3,14,1,0
1320,2016211001,3,14,2,0
1321,2016211001,3,14,3,0
1322,2016211001,3,14,4,0
1323,2016211001,3,14,5,0
1324,2016211001,3,14,6,0
1325,2016211001,3,14,7,0
1326,2016211001,3,14,8,0
1327,2016211001,3,14,9,0
1328,2016211001,3,14,10,0
1329,2016211001,3,15,0,4
1330,2016211001,3,15,1,0
1331,2016211001,3,15,2,0
1332,2016211001,3,15,3,0
1333,2016211001,3,15,4,0
1334,2016211001,3,15,5,0
1335,2016211001,3,15,6,0
1336,2016211001,3,15,7,0
1337,2016211001,3,15,8,0
1338,2016211001,3,15,9,0
1339,2016211001,3,15,10,0
1340,2016211001,3,4,0,3
1341,2016211001,3,4,1,0
1342,2016211001,3,4,2,0
1343,2016211001,3,4,3,0
1344,2016211001,3,4,4,0
1345,2016211001,3,4,5,0
1346,2016211001,3,4,6,0
1347,2016211001,3,4,7,0
1348,2016211001,3,4,8,0
1349,2016211001,3,4,9,0
1350,2016211001,3,4,10,0
1351,2016211001,3,4,11,0
1352,2016211001,3,16,0,0
1353,2016211001,3,16,1,3
1354,2016211001,3,16,2,0
1355,2016211001,3,16,3,0
1356,2016211001,3,16,4,0
1357,2016211001,3,16,5,0
1358,2016211001,3,16,6,0
1359,2016211001,3,16,7,0
1360,2016211001,3,16,8,0
1361,2016211001,3,16,9,0
1362,2016211001,3,16,10,0
1363,2016211001,3,16,11,0
1364,2016211001,3,16,12,0
1365,2016211001,3,16,13,0
1366,2016211001,3,16,14,0
1367,2016211001,3,16,15,0
1368,2016211001,3,16,16,0
1369,2016211001,3,16,17,0
1370,2016211001,3,16,18,0
1371,2016211001,3,16,19,0
1372,2016211001,3,7,0,3
1373,2016211001,3,7,1,0
1374,2016211001,3,7,2,0
1375,2016211001,3,7,3,0
1376,2016211001,3,7,4,0
1377,2016211001,3,7,5,0
1378,2016211001,3,7,6,0
1379,2016211001,3,7,7,0
1380,2016211001,3,7,8,0
1381,2016211001,3,7,9,0
1382,2016211001,3,7,10,0
1383,2016211001,3,7,11,0
1384,2016211001,3,7,12,0
1385,2016211001,3,9,0,3
1386,2016211001,3,9,1,0
1387,2016211001,3,9,2,0
1388,2016211001,3,9,3,0
1389,2016211001,3,9,4,0
1390,2016211001,3,9,5,0
1391,2016211001,3,9,6,0
1392,2016211001,3,9,7,0
1393,2016211001,3,9,8,0
1394,2016211001,3,9,9,0
1395,2016211001,3,9,10,0
1396,2016211001,3,9,11,0
1397,2016211001,3,3,0,3
1398,2016211001,3,3,1,0
1399,2016211001,3,3,2,0
1400,2016211001,3,3,3,0
1401,2016211001,3,3,4,0
1402,2016211001,3,3,5,0
1403,2016211001,3,3,6,0
1404,2016211001,3,3,7,0
1405,2016211001,3,3,8,0
1406,2016211001,3,3,9,0
1407,2016211001,3,3,10,0
1408,2016211001,3,10,0,3
1409,2016211001,3,10,1,0
1410,2016211001,3,10,2,0
1411,2016211001,3,10,3,0
1412,2016211001,3,10,4,0
1413,2016211001,3,10,5,0
1414,2016211001,3,10,6,0
1415,2016211001,3,10,7,0
1416,2016211001,3,10,8,0
1417,2016211001,3,10,9,0
1418,2016211001,3,10,10,0
1419,2016211001,3,10,11,0
1420,2016211001,3,10,12,0
1421,2016211001,3,12,0,3
1422,2016211001,3,12,1,0
1423,2016211001,3,12,2,0
1424,2016211001,3,12,3,0
1425,2016211001,3,12,4,0
1426,2016211001,3,12,5,0
1427,2016211001,3,12,6,0
1428,2016211001,3,12,7,0
1429,2016211001,3,12,8,0
1430,2016211001,3,12,9,0
1431,2016211001,3,11,0,3
1432,2016211001,3,11,1,0
1433,2016211001,3,11,2,0
1434,2016211001,3,11,3,0
1435,2016211001,3,11,4,0
1436,2016211001,3,11,5,0
1437,2016211001,3,11,6,0
1438,2016211001,3,11,7,0
1439,2016211001,3,11,8,0
1440,2016211001,3,11,9,0
1441,2016211001,3,11,10,0
1442,2016211001,4,10,0,4
1443,2016211001,4,10,1,0
1444,2016211001,4,10,2,0
1445,2016211001,4,10,3,0
1446,2016211001,4,10,4,0
1447,2016211001,4,10,5,0
1448,2016211001,4,10,6,0
1449,2016211001,4,10,7,0
1450,2016211001,4,10,8,0
1451,2016211001,4,10,9,0
1452,2016211001,4,3,0,3
1453,2016211001,4,3,1,0
1454,2016211001,4,3,2,0
1455,2016211001,4,3,3,0
1456,2016211001,4,3,4,0
1457,2016211001,4,3,5,0
1458,2016211001,4,3,6,0
1459,2016211001,4,3,7,0
1460,2016211001,4,3,8,0
1461,2016211001,4,3,9,0
1462,2016211001,4,3,10,0
1463,2016211001,4,3,11,0
1464,2016211001,4,3,12,0
1465,2016211001,4,7,0,4
1466,2016211001,4,7,1,0
1467,2016211001,4,7,2,0
1468,2016211001,4,7,3,0
1469,2016211001,4,7,4,0
1470,2016211001,4,7,5,0
1471,2016211001,4,7,6,0
1472,2016211001,4,7,7,0
1473,2016211001,4,7,8,0
1474,2016211001,4,7,9,0
1475,2016211001,4,7,10,0
1476,2016211001,4,16,0,3
1477,2016211001,4,16,1,0
1478,2016211001,4,16,2,0
1479,2016211001,4,16,3,0
1480,2016211001,4,16,4,0
1481,2016211001,4,16,5,0
1482,2016211001,4,16,6,0
1483,2016211001,4,16,7,0
1484,2016211001,4,16,8,0
1485,2016211001,4,16,9,0
1486,2016211001,4,16,10,0
1487,2016211001,4,16,11,0
1488,2016211001,4,12,0,3
1489,2016211001,4,12,1,0
1490,2016211001,4,12,2,0
1491,2016211001,4,12,3,0
1492,2016211001,4,12,4,0
1493,2016211001,4,12,5,0
1494,2016211001,4,12,6,0
1495,2016211001,4,12,7,0
1496,2016211001,4,12,8,0
1497,2016211001,4,12,9,0
1498,2016211001,4,1,0,4
1499,2016211001,4,1,1,0
1500,2016211001,4,1,2,0
1501,2016211001,4,1,3,0
1502,2016211001,4,1,4,0
1503,2016211001,4,1,5,0
1504,2016211001,4,1,6,0
1505,2016211001,4,1,7,0
1506,2016211001,4,1,8,0
1507,2016211001,4,1,9,0
1508,2016211001,4,1,10,0
1509,2016211001,4,1,11,0
1510,2016211001,4,1,12,0
1511,2016211001,4,1,13,0
1512,2016211001,4,2,0,3
1513,2016211001,4,2,1,0
1514,2016211001,4,2,2,0
1515,2016211001,4,2,3,0
1516,2016211001,4,2,4,0
1517,2016211001,4,2,5,0
1518,2016211001,4,2,6,0
1519,2016211001,4,2,7,0
1520,2016211001,4,2,8,0
1521,2016211001,4,2,9,0
1522,2016211001,4,2,10,0
1523,2016211001,4,2,11,0
1524,2016211001,4,2,12,0
1525,2016211001,4,6,0,4
1526,2016211001,4,6,1,0
1527,2016211001,4,6,2,0
1528,2016211001,4,6,3,0
1529,2016211001,4,6,4,0
1530,2016211001,4,6,5,0
1531,2016211001,4,6,6,0
1532,2016211001,4,6,7,0
1533,2016211001,4,6,8,0
1534,2016211001,4,6,9,0
1535,2016211001,4,11,0,3
1536,2016211001,4,11,1,0
1537,2016211001,4,11,2,0
1538,2016211001,4,11,3,0
1539,2016211001,4,11,4,0
1540,2016211001,4,11,5,0
1541,2016211001,4,11,6,0
1542,2016211001,4,11,7,0
1543,2016211001,4,11,8,0
1544,2016211001,4,11,9,0
1545,2016211001,4,11,10,0
1546,2016211001,4,18,0,4
1547,2016211001,4,18,1,0
1548,2016211001,4,18,2,0
1549,2016211001,4,18,3,0
1550,2016211001,4,18,4,0
1551,2016211001,4,18,5,0
1552,2016211001,4,18,6,0
1553,2016211001,4,18,7,0
1554,2016211001,4,18,8,0
1555,2016211001,4,18,9,0
1556,2016211001,4,18,10,0
1557,2016211001,4,4,0,4
1558,2016211001,4,4,1,0
1559,2016211001,4,4,2,0
1560,2016211001,4,4,3,0
1561,2016211001,4,4,4,0
1562,2016211001,4,4,5,0
1563,2016211001,4,4,6,0
1564,2016211001,4,4,7,0
1565,2016211001,4,4,8,0
1566,2016211001,4,4,9,0
1567,2016211001,4,4,10,0
1568,2016211001,4,4,11,0
1569,2016211001,4,4,12,0
1570,2016211001,4,4,13,0
1571,2016211001,4,4,14,0
1572,2016211001,4,17,0,4
1573,2016211001,4,17,1,0
1574,2016211001,4,17,2,0
1575,2016211001,4,17,3,0
1576,2016211001,4,17,4,0
1577,2016211001,4,17,5,0
1578,2016211001,4,17,6,0
1579,2016211001,4,17,7,0
1580,2016211001,4,17,8,0
1581,2016211001,4,17,9,0
1582,2016211001,4,17,10,0
1583,2016211001,4,15,0,3
1584,2016211001,4,15,1,0
1585,2016211001,4,15,2,0
1586,2016211001,4,15,3,0
1587,2016211001,4,15,4,0
1588,2016211001,4,15,5,0
1589,2016211001,4,15,6,0
1590,2016211001,4,15,7,0
1591,2016211001,4,15,8,0
1592,2016211001,4,15,9,0
1593,2016211001,4,15,10,0
1594,2016211001,4,5,0,3
1595,2016211001,4,5,1,0
1596,2016211001,4,5,2,0
1597,2016211001,4,5,3,0
1598,2016211001,4,5,4,0
1599,2016211001,4,5,5,0
1600,2016211001,4,5,6,0
1601,2016211001,4,5,7,0
1602,2016211001,4,5,8,0
1603,2016211001,4,5,9,0
1604,2016211001,4,5,10,0
1605,2016211001,4,5,11,0
1606,2016211001,4,5,12,0
1607,2016211001,4,8,0,4
1608,2016211001,4,8,1,0
1609,2016211001,4,8,2,0
1610,2016211001,4,8,3,0
1611,2016211001,4,8,4,0
1612,2016211001,4,8,5,0
1613,2016211001,4,8,6,0
1614,2016211001,4,8,7,0
1615,2016211001,4,8,8,0
1616,2016211001,4,8,9,0
1617,2016211001,4,8,10,0
1618,2016211001,4,19,0,3
1619,2016211001,4,19,1,0
1620,2016211001,4,19,2,0
1621,2016211001,4,19,3,0
1622,2016211001,4,19,4,0
1623,2016211001,4,19,5,0
1624,2016211001,4,19,6,0
1625,2016211001,4,19,7,0
1626,2016211001,4,19,8,0
1627,2016211001,4,19,9,0
1628,2016211001,4,19,10,0
1629,2016211001,4,14,0,3
1630,2016211001,4,14,1,0
1631,2016211001,4,14,2,0
1632,2016211001,4,14,3,0
1633,2016211001,4,14,4,0
1634,2016211001,4,14,5,0
