id	user_id	setting_id	task_id	result_id	score	results_number
362	2012310575	4	5	12	1	13
363	2012310575	4	5	0	1	13
364	2012310575	4	5	6	1	13
365	2012310575	4	8	7	1	11
366	2012310575	4	8	0	1	11
367	2012310575	4	8	1	2	11
368	2012310575	4	8	2	1	11
369	2012310575	4	8	9	1	11
370	2012310575	4	8	8	2	11
371	2012310575	4	8	6	1	11
372	2012310575	4	8	10	2	11
373	2012310575	4	8	5	3	11
374	2012310575	4	8	4	1	11
375	2012310575	4	8	3	1	11
376	2012310575	4	2	11	2	13
377	2012310575	4	2	9	1	13
378	2012310575	4	2	8	3	13
379	2012310575	4	2	7	3	13
380	2012310575	4	2	3	3	13
381	2012310575	4	2	6	3	13
382	2012310575	4	2	4	1	13
383	2012310575	4	2	1	1	13
384	2012310575	4	2	2	1	13
385	2012310575	4	2	12	1	13
386	2012310575	4	2	10	1	13
387	2012310575	4	2	0	1	13
388	2012310575	4	2	5	1	13
389	2012310575	4	3	9	1	12
390	2012310575	4	3	8	2	12
391	2012310575	4	3	2	1	12
392	2012310575	4	3	2	1	12
393	2012310575	4	3	4	1	12
394	2012310575	4	3	7	1	12
395	2012310575	4	3	10	3	12
396	2012310575	4	3	3	1	12
397	2012310575	4	3	11	1	12
398	2012310575	4	3	5	1	12
399	2012310575	4	3	6	1	12
400	2012310575	4	3	1	3	12
401	2012310575	4	3	0	3	12
402	2012310575	4	4	8	1	15
403	2012310575	4	4	3	2	15
404	2012310575	4	4	1	2	15
405	2012310575	4	4	11	1	15
406	2012310575	4	4	12	1	15
407	2012310575	4	4	10	1	15
408	2012310575	4	4	0	2	15
409	2012310575	4	4	14	1	15
410	2012310575	4	4	6	3	15
411	2012310575	4	4	9	1	15
412	2012310575	4	4	7	3	15
413	2012310575	4	4	5	1	15
414	2012310575	4	4	2	1	15
415	2012310575	4	4	4	3	15
416	2012310575	4	4	13	1	15
417	2012310575	4	16	3	3	12
418	2012310575	4	16	6	1	12
419	2012310575	4	16	9	1	12
420	2012310575	4	16	11	1	12
421	2012310575	4	16	8	1	12
422	2012310575	4	16	4	3	12
423	2012310575	4	16	0	1	12
424	2012310575	4	16	7	1	12
425	2012310575	4	16	2	2	12
426	2012310575	4	16	10	2	12
427	2012310575	4	16	5	2	12
428	2012310575	4	16	1	1	12
429	2012310575	4	6	6	1	10
430	2012310575	4	6	1	3	10
431	2012310575	4	6	5	1	10
432	2012310575	4	6	2	1	10
433	2012310575	4	6	3	2	10
434	2012310575	4	6	8	1	10
435	2012310575	4	6	0	2	10
436	2012310575	4	6	7	2	10
437	2012310575	4	6	9	1	10
438	2012310575	4	6	4	2	10
439	2012310575	4	15	1	1	11
440	2012310575	4	15	2	3	11
441	2012310575	4	15	6	1	11
442	2012310575	4	15	9	1	11
443	2012310575	4	15	10	3	11
444	2012310575	4	15	8	1	11
445	2012310575	4	15	4	1	11
446	2012310575	4	15	3	1	11
447	2012310575	4	15	0	1	11
448	2012310575	4	15	7	1	11
449	2012310575	4	15	5	1	11
450	2012310575	4	12	5	1	10
451	2012310575	4	12	3	1	10
452	2012310575	4	12	4	1	10
453	2012310575	4	12	0	1	10
454	2012310575	4	12	1	1	10
455	2012310575	4	12	2	1	10
456	2012310575	4	12	8	1	10
457	2012310575	4	12	7	1	10
458	2012310575	4	12	6	1	10
459	2012310575	4	12	9	1	10
460	2012310575	4	17	5	3	11
461	2012310575	4	17	3	1	11
462	2012310575	4	17	6	1	11
463	2012310575	4	17	9	1	11
464	2012310575	4	17	4	1	11
465	2012310575	4	17	0	1	11
466	2012310575	4	17	8	1	11
467	2012310575	4	17	2	1	11
468	2012310575	4	17	1	1	11
469	2012310575	4	17	7	1	11
470	2012310575	4	17	10	1	11
471	2012310575	1	13	1	3	13
472	2012310575	1	13	10	1	13
473	2012310575	1	13	2	1	13
474	2012310575	1	13	0	2	13
475	2012310575	1	10	1	2	11
476	2012310575	1	10	4	1	11
477	2012310575	1	10	5	2	11
478	2012310575	1	10	2	1	11
479	2012310575	1	10	9	1	11
480	2012310575	1	10	7	2	11
481	2012310575	1	10	6	1	11
482	2012310575	1	10	3	2	11
483	2012310575	1	10	10	3	11
484	2012310575	1	10	0	2	11
485	2012310575	1	10	8	2	11
486	2012310575	1	2	3	1	11
487	2012310575	1	2	0	2	11
488	2012310575	1	2	8	1	11
489	2012310575	1	2	10	1	11
490	2012310575	1	2	5	1	11
491	2012310575	1	2	4	1	11
492	2012310575	1	2	6	3	11
493	2012310575	1	2	2	3	11
494	2012310575	1	2	1	1	11
495	2012310575	1	2	9	1	11
496	2012310575	1	2	7	1	11
497	2012310575	1	19	5	1	13
498	2012310575	1	19	3	3	13
499	2012310575	1	19	7	3	13
500	2012310575	1	19	4	1	13
501	2012310575	1	19	12	1	13
502	2012310575	1	19	11	1	13
503	2012310575	1	19	6	3	13
504	2012310575	1	19	10	3	13
505	2012310575	1	19	1	1	13
506	2012310575	1	19	0	1	13
507	2012310575	1	19	2	3	13
508	2012310575	1	19	8	1	13
509	2012310575	1	19	9	1	13
510	2012310575	1	13	7	1	13
511	2012310575	1	13	9	1	13
512	2012310575	1	13	5	2	13
513	2012310575	1	13	8	1	13
514	2012310575	1	13	12	1	13
515	2012310575	1	13	3	2	13
516	2012310575	1	13	6	3	13
517	2012310575	1	13	11	2	13
518	2012310575	1	13	4	3	13
519	2012310575	1	5	7	1	11
520	2012310575	1	5	0	2	11
521	2012310575	1	5	4	1	11
522	2012310575	1	5	2	1	11
523	2012310575	1	5	9	1	11
524	2012310575	1	5	6	3	11
525	2012310575	1	5	8	1	11
526	2012310575	1	5	5	1	11
527	2012310575	1	5	10	1	11
528	2012310575	1	5	1	1	11
529	2012310575	1	5	3	1	11
530	2012310575	1	20	7	1	12
531	2012310575	1	20	11	1	12
532	2012310575	1	20	3	3	12
533	2012310575	1	20	6	1	12
534	2012310575	1	20	8	1	12
535	2012310575	1	20	10	1	12
536	2012310575	1	20	4	1	12
537	2012310575	1	20	1	1	12
538	2012310575	1	20	9	1	12
539	2012310575	1	20	0	1	12
540	2012310575	1	20	2	1	12
541	2012310575	1	20	5	1	12
542	2012310575	1	4	6	2	11
543	2012310575	1	4	2	1	11
544	2012310575	1	4	5	2	11
545	2012310575	1	4	10	1	11
546	2012310575	1	4	3	1	11
547	2012310575	1	4	9	1	11
548	2012310575	1	4	8	2	11
549	2012310575	1	4	0	2	11
550	2012310575	1	4	1	2	11
551	2012310575	1	4	4	1	11
552	2012310575	1	4	7	1	11
553	2012310575	1	17	2	2	12
554	2012310575	1	17	3	1	12
555	2012310575	1	17	7	1	12
556	2012310575	1	17	7	1	12
557	2012310575	1	17	9	1	12
558	2012310575	1	17	4	1	12
559	2012310575	1	17	0	1	12
560	2012310575	1	17	8	1	12
561	2012310575	1	17	5	1	12
562	2012310575	1	17	10	3	12
563	2012310575	1	17	11	1	12
564	2012310575	1	17	6	1	12
565	2012310575	1	17	1	1	12
566	2012310575	1	9	4	2	9
567	2012310575	1	9	1	1	9
568	2012310575	1	9	6	1	9
569	2012310575	1	9	5	1	9
570	2012310575	1	9	8	3	9
571	2012310575	1	9	7	1	9
572	2012310575	1	9	2	1	9
573	2012310575	1	9	3	1	9
574	2012310575	1	9	0	1	9
575	2012310575	1	15	9	1	11
576	2012310575	1	15	8	1	11
577	2012310575	1	15	10	1	11
578	2012310575	1	15	4	1	11
579	2012310575	1	15	6	3	11
580	2012310575	1	15	5	3	11
581	2012310575	1	15	3	1	11
582	2012310575	1	15	2	1	11
583	2012310575	1	15	0	1	11
584	2012310575	1	15	1	1	11
585	2012310575	1	15	7	1	11
586	2012310575	1	8	2	1	10
587	2012310575	1	8	1	1	10
588	2012310575	1	8	0	3	10
589	2012310575	1	8	3	1	10
590	2012310575	1	8	9	1	10
591	2012310575	1	8	4	1	10
592	2012310575	1	8	5	1	10
593	2012310575	1	8	7	1	10
594	2012310575	1	8	6	1	10
595	2012310575	1	8	8	1	10
596	2012310575	1	3	1	1	11
597	2012310575	1	3	3	1	11
598	2012310575	1	3	9	1	11
599	2012310575	1	3	10	1	11
600	2012310575	1	3	4	1	11
601	2012310575	1	3	6	3	11
602	2012310575	1	3	7	1	11
603	2012310575	1	3	8	3	11
604	2012310575	1	3	0	1	11
605	2012310575	1	3	2	1	11
606	2012310575	1	3	5	2	11
607	2012310575	1	12	9	1	11
608	2012310575	1	12	10	1	11
609	2012310575	1	12	7	1	11
610	2012310575	1	12	6	1	11
611	2012310575	1	12	8	1	11
612	2012310575	1	12	4	1	11
613	2012310575	1	12	0	1	11
614	2012310575	1	12	5	1	11
615	2012310575	1	12	3	1	11
616	2012310575	1	12	1	1	11
617	2012310575	1	12	2	3	11
618	2012310575	1	18	1	1	11
619	2012310575	1	18	7	1	11
620	2012310575	1	18	6	3	11
621	2012310575	1	18	8	3	11
622	2012310575	1	18	0	3	11
623	2012310575	1	18	10	1	11
624	2012310575	1	18	3	3	11
625	2012310575	1	18	4	1	11
626	2012310575	1	18	2	3	11
627	2012310575	1	18	5	1	11
628	2012310575	1	18	9	1	11
629	2012310575	1	11	4	1	11
630	2012310575	1	11	8	1	11
631	2012310575	1	11	3	1	11
632	2012310575	1	11	7	1	11
633	2012310575	1	11	1	1	11
634	2012310575	1	11	5	1	11
635	2012310575	1	11	9	1	11
636	2012310575	1	11	6	3	11
637	2012310575	1	11	10	1	11
638	2012310575	1	11	2	1	11
639	2012310575	1	11	0	2	11
640	2012310575	1	14	8	1	12
641	2012310575	1	14	1	3	12
642	2012310575	1	14	6	1	12
643	2012310575	1	14	0	2	12
644	2012310575	1	14	5	3	12
645	2012310575	1	14	3	1	12
646	2012310575	1	14	11	1	12
647	2012310575	1	14	7	1	12
648	2012310575	1	14	4	3	12
649	2012310575	1	14	9	1	12
650	2012310575	1	14	10	1	12
651	2012310575	1	14	2	2	12
652	2012310575	1	1	2	1	11
653	2012310575	1	1	1	2	11
654	2012310575	1	1	7	1	11
655	2012310575	1	1	5	1	11
656	2012310575	1	1	0	2	11
657	2012310575	1	1	9	1	11
658	2012310575	1	1	8	1	11
659	2012310575	1	1	4	3	11
660	2012310575	1	1	10	1	11
661	2012310575	1	1	6	1	11
662	2012310575	1	1	3	1	11
663	2012310575	1	6	4	1	10
664	2012310575	1	6	6	1	10
665	2012310575	1	6	0	2	10
666	2012310575	1	6	2	3	10
667	2012310575	1	6	3	1	10
668	2012310575	1	6	5	1	10
669	2012310575	1	6	9	3	10
670	2012310575	1	6	8	1	10
671	2012310575	1	6	1	3	10
672	2012310575	1	6	7	1	10
673	2012310575	1	16	4	1	14
674	2012310575	1	16	11	1	14
675	2012310575	1	16	13	1	14
676	2012310575	1	16	6	1	14
677	2012310575	1	16	0	1	14
678	2012310575	1	16	10	1	14
679	2012310575	1	16	1	2	14
680	2012310575	1	16	3	3	14
681	2012310575	1	16	8	2	14
682	2012310575	1	16	9	1	14
683	2012310575	1	16	12	1	14
684	2012310575	1	16	5	1	14
685	2012310575	1	16	7	3	14
686	2012310575	1	16	2	2	14
687	2012310575	1	7	3	1	10
688	2012310575	1	7	4	2	10
689	2012310575	1	7	5	1	10
690	2012310575	1	7	9	1	10
691	2012310575	1	7	0	2	10
692	2012310575	1	7	6	3	10
693	2012310575	1	7	1	2	10
694	2012310575	1	7	8	2	10
695	2012310575	1	7	2	2	10
696	2012310575	1	7	7	1	10
697	2012310575	2	1	8	1	10
698	2012310575	2	1	1	1	10
699	2012310575	2	1	9	2	10
700	2012310575	2	1	0	1	10
701	2012310575	2	1	2	1	10
702	2012310575	2	1	6	1	10
703	2012310575	2	1	7	1	10
704	2012310575	2	1	3	1	10
705	2012310575	2	1	4	1	10
706	2012310575	2	1	5	3	10
707	2012310575	2	18	4	1	10
708	2012310575	2	18	0	3	10
709	2012310575	2	18	8	1	10
710	2012310575	2	18	7	3	10
711	2012310575	2	18	9	3	10
712	2012310575	2	18	2	3	10
713	2012310575	2	18	5	1	10
714	2012310575	2	18	3	3	10
715	2012310575	2	18	6	1	10
716	2012310575	2	18	1	3	10
717	2012310575	2	3	1	1	10
718	2012310575	2	3	3	1	10
719	2012310575	2	3	9	1	10
720	2012310575	2	3	8	1	10
721	2012310575	2	3	0	2	10
722	2012310575	2	3	6	2	10
723	2012310575	2	3	5	1	10
724	2012310575	2	3	4	3	10
725	2012310575	2	3	2	1	10
726	2012310575	2	3	7	1	10
727	2012310575	2	8	5	1	12
728	2012310575	2	8	10	1	12
729	2012310575	2	8	11	1	12
730	2012310575	2	8	4	3	12
731	2012310575	2	8	1	2	12
732	2012310575	2	8	9	1	12
733	2012310575	2	8	0	1	12
734	2012310575	2	8	6	1	12
735	2012310575	2	8	3	1	12
736	2012310575	2	8	8	1	12
737	2012310575	2	8	2	3	12
738	2012310575	2	8	7	1	12
739	2012310575	2	6	3	1	10
740	2012310575	2	6	1	1	10
741	2012310575	2	6	0	1	10
742	2012310575	2	6	8	1	10
743	2012310575	2	6	4	1	10
744	2012310575	2	6	7	1	10
745	2012310575	2	6	5	1	10
746	2012310575	2	6	2	2	10
747	2012310575	2	6	9	1	10
748	2012310575	2	6	6	1	10
749	2012310575	2	7	6	1	12
750	2012310575	2	7	1	2	12
751	2012310575	2	7	4	3	12
752	2012310575	2	7	0	1	12
753	2012310575	2	7	5	2	12
754	2012310575	2	7	3	2	12
755	2012310575	2	7	10	2	12
756	2012310575	2	7	8	2	12
757	2012310575	2	7	7	2	12
758	2012310575	2	7	11	1	12
759	2012310575	2	7	2	3	12
760	2012310575	2	7	9	1	12
761	2012310575	2	9	9	1	11
762	2012310575	2	9	6	1	11
763	2012310575	2	9	5	1	11
764	2012310575	2	9	3	1	11
765	2012310575	2	9	2	1	11
766	2012310575	2	9	8	2	11
767	2012310575	2	9	7	1	11
768	2012310575	2	9	1	3	11
769	2012310575	2	9	4	1	11
770	2012310575	2	9	10	1	11
771	2012310575	2	9	0	1	11
772	2012310575	2	11	11	1	14
773	2012310575	2	11	13	1	14
774	2012310575	2	11	1	1	14
775	2012310575	2	11	9	1	14
776	2012310575	2	11	7	3	14
777	2012310575	2	11	6	1	14
778	2012310575	2	11	12	1	14
779	2012310575	2	11	8	1	14
780	2012310575	2	11	2	1	14
781	2012310575	2	11	10	1	14
782	2012310575	2	11	3	3	14
783	2012310575	2	11	0	2	14
784	2012310575	2	11	5	1	14
785	2012310575	2	11	4	1	14
786	2012310575	2	2	2	1	11
787	2012310575	2	2	1	1	11
788	2012310575	2	2	10	3	11
789	2012310575	2	2	4	1	11
790	2012310575	2	2	6	1	11
791	2012310575	2	2	5	1	11
792	2012310575	2	2	0	1	11
793	2012310575	2	2	8	1	11
794	2012310575	2	2	3	3	11
795	2012310575	2	2	9	1	11
796	2012310575	2	2	7	1	11
797	2012310575	2	5	4	1	10
798	2012310575	2	5	8	1	10
799	2012310575	2	5	5	1	10
800	2012310575	2	5	9	1	10
801	2012310575	2	5	6	1	10
802	2012310575	2	5	2	2	10
803	2012310575	2	5	1	1	10
804	2012310575	2	5	0	1	10
805	2012310575	2	5	3	1	10
806	2012310575	2	5	7	1	10
807	2012310575	2	20	4	1	10
808	2012310575	2	20	6	2	10
809	2012310575	2	20	0	3	10
810	2012310575	2	20	1	1	10
811	2012310575	2	20	7	1	10
812	2012310575	2	20	8	1	10
813	2012310575	2	20	3	1	10
814	2012310575	2	20	9	1	10
815	2012310575	2	20	5	1	10
816	2012310575	2	20	2	1	10
817	2012310575	2	17	4	1	10
818	2012310575	2	17	5	1	10
819	2012310575	2	17	0	1	10
820	2012310575	2	17	2	1	10
821	2012310575	2	17	7	1	10
822	2012310575	2	17	8	1	10
