id	user_id	setting_id	task_id	result_id	score	results_number
823	2012310575	2	17	3	1	10
824	2012310575	2	17	9	2	10
825	2012310575	2	17	1	1	10
826	2012310575	2	17	6	1	10
827	2012310575	2	10	10	1	12
828	2012310575	2	10	5	1	12
829	2012310575	2	10	2	2	12
830	2012310575	2	10	9	1	12
831	2012310575	2	10	7	1	12
832	2012310575	2	10	4	2	12
833	2012310575	2	10	8	1	12
834	2012310575	2	10	0	1	12
835	2012310575	2	10	11	1	12
836	2012310575	2	10	3	2	12
837	2012310575	2	10	1	3	12
838	2012310575	2	10	6	3	12
839	2012310575	2	19	3	3	11
840	2012310575	2	19	1	3	11
841	2012310575	2	19	0	3	11
842	2012310575	2	19	4	3	11
843	2012310575	2	19	10	1	11
844	2012310575	2	19	5	3	11
845	2012310575	2	19	9	1	11
846	2012310575	2	19	7	1	11
847	2012310575	2	19	8	3	11
848	2012310575	2	19	6	3	11
849	2012310575	2	19	2	1	11
850	2012310575	2	13	11	1	13
851	2012310575	2	13	2	1	13
852	2012310575	2	13	5	1	13
853	2012310575	2	13	4	1	13
854	2012310575	2	13	6	1	13
855	2012310575	2	13	0	2	13
856	2012310575	2	13	9	2	13
857	2012310575	2	13	3	3	13
858	2012310575	2	13	8	1	13
859	2012310575	2	13	10	1	13
860	2012310575	2	13	12	1	13
861	2012310575	2	13	7	3	13
862	2012310575	2	13	1	1	13
863	2012310575	2	16	10	1	11
864	2012310575	2	16	1	2	11
865	2012310575	2	16	6	3	11
866	2012310575	2	16	3	1	11
867	2012310575	2	16	4	2	11
868	2012310575	2	16	8	1	11
869	2012310575	2	16	0	1	11
870	2012310575	2	16	7	1	11
871	2012310575	2	16	9	1	11
872	2012310575	2	16	5	2	11
873	2012310575	2	16	2	2	11
874	2012310575	2	14	3	3	15
875	2012310575	2	14	2	1	15
876	2012310575	2	14	7	3	15
877	2012310575	2	14	9	1	15
878	2012310575	2	14	10	1	15
879	2012310575	2	14	8	1	15
880	2012310575	2	14	4	2	15
881	2012310575	2	14	5	1	15
882	2012310575	2	14	13	1	15
883	2012310575	2	14	1	1	15
884	2012310575	2	14	14	1	15
885	2012310575	2	14	0	2	15
886	2012310575	2	14	11	1	15
887	2012310575	2	14	6	1	15
888	2012310575	2	14	12	1	15
889	2012310575	2	12	8	1	13
890	2012310575	2	12	4	1	13
891	2012310575	2	12	11	1	13
892	2012310575	2	12	5	1	13
893	2012310575	2	12	9	1	13
894	2012310575	2	12	0	2	13
895	2012310575	2	12	6	1	13
896	2012310575	2	12	7	3	13
897	2012310575	2	12	12	1	13
898	2012310575	2	12	3	3	13
899	2012310575	2	12	2	1	13
900	2012310575	2	12	10	1	13
901	2012310575	2	12	1	1	13
902	2012310575	2	4	0	2	10
903	2012310575	2	4	7	2	10
904	2012310575	2	4	2	1	10
905	2012310575	2	4	3	2	10
906	2012310575	2	4	9	2	10
907	2012310575	2	4	6	2	10
908	2012310575	2	4	1	2	10
909	2012310575	2	4	5	1	10
910	2012310575	2	4	4	1	10
911	2012310575	2	4	8	1	10
912	2012310575	2	15	7	3	12
913	2012310575	2	15	4	1	12
914	2012310575	2	15	1	1	12
915	2012310575	2	15	5	1	12
916	2012310575	2	15	0	1	12
917	2012310575	2	15	8	1	12
918	2012310575	2	15	3	3	12
919	2012310575	2	15	10	1	12
920	2012310575	2	15	11	1	12
921	2012310575	2	15	9	1	12
922	2012310575	2	15	2	1	12
923	2012310575	2	15	6	1	12
