5	1	0	385	0	1702	步步惊心：丽2016韩国剧情爱情优酷立即观看剧集7集共20集1VIP2VIP3VIP4VIP5VIP6VIP7VIP演员表李准基姜河那李智恩洪宗玄剧情介绍《月亮的恋人》韩国SBS于2016年初播出的水木迷你连续剧，由金奎泰执导，改编自2011年中国电视剧《步步惊心》。韩国版将把清朝换成韩国的历史背景，并在古装剧的基础上加入现代元素。第1-3集第4-6集第7-8集更多剧情你可能要找步步惊心2011电视剧刘诗诗吴奇隆郑嘉颖袁弘林更新步步惊心22012电视剧刘诗诗吴奇隆林更新郑嘉颖袁弘豆瓣评论5.9分不黑不捧，刘诗诗版《步步惊心》真的甩韩版好几条街！一直觉得国产剧制作没有韩剧用心，不论是剧情、服化道还是演技。尤其是国产剧那裹脚布似的剧情，一拖能拖五六十集，追得简直欲哭无泪！巴特，最近看了韩版翻拍的《步步惊心》……嗯，槽点不算特别多，也就一麻袋...剧逗社2016-09-01完全可圈可点的一部剧首先声明，电视剧原版没看全，但是感觉拍的挺细腻。原著小说没看过，所以不比较。所有演员里，对伯贤南柱赫还有姜河那算路人粉（exo里就觉得伯贤很不错，综合实力强，而且现在都觉得单看脸还是伯贤最帅啊；学校2015...糖尾巴xi2016-08-30更多评论猜你喜欢5.6分宫锁心玉3.2分新还珠格格5.2分白蛇后传密码8.9分甄嬛传3.8分半妖倾城5.8分老九门5.8分青云志查看更多
None	2	7	378	1708	1953	步步惊心丽-剧情和剧照简介: 李准基饰演的是高丽太祖王建的四子王昭，后来成为高丽第四代君主光宗。王昭被人称作“狗狼”，因为他一直把自己封闭在冷酷的面具之下，直到遇到解秀（IU...共137张剧照1-34-67-8电视猫
None	3	7	378	1959	2567	泰妍演唱韩版《步步惊心》OST将公开【环球网报道记者魏悦】据韩国《朝鲜日报》9月9日报道，韩剧《月之恋人-...韩国观众没兴趣韩版《步步惊心》两头不讨好3天前人民网少女时代泰妍为《步步惊心》献声新曲音源将于13日公开4天前人民网韩剧《步步惊心.丽》IU最美的10张剧照！5天前人民网更多新闻进入你的资讯中心
None	4	-9995.669921875	-9975.7197265625	-9999.056640625	-9975.099609375	
None	5	-9995.669921875	-9975.7197265625	-9999.056640625	-9975.099609375	
None	6	17	107.71875	2992	3006	baike.baidu.com 
None	7	17	98.359375	3147	3161	m.hujiang.com 
None	8	17	117.703125	3281	3295	m.hanjuwang.com 
None	9	17	80.796875	3416	3430	zt.pptv.com 
None	10	7	378	3449	3574	48%的人还搜了李准基韩剧步步惊心步步惊心韩剧时候开播云画的月光
None	11	17	122.375	3702	3716	www.jushiping.com 
