0017.sogou	0.349212077187
0019.sm	0.237176204861
0007.sogou	0.35251065658
0044.baidu	0.333270176744
0004.haosou	0.119687706822
0001.haosou	0.177240868875
0039.haosou	0.363976545396
0046.haosou	0.408474489072
0044.sm	0.0914571152404
0049.sm	0.235590823285
0029.haosou	0.0255509061567
0025.sogou	0.330603872295
0020.sogou	0.185766389142
0014.baidu	0.244691499731
0015.haosou	0.333814991045
0040.sm	0.652496341826
0019.sogou	0.630696017061
0011.haosou	0.248053410117
0007.haosou	0.250732440967
0022.baidu	0.316875606962
0012.sm	0.245958921707
0025.sm	0.196660262412
0023.sogou	0.39875813129
0003.baidu	0.365654994982
0020.sm	0.145120848585
0048.sogou	0.16720311493
0032.baidu	0.502289091248
0024.sm	0.130071427398
0040.baidu	0.562957487671
0009.baidu	0.252679688835
0031.baidu	0.258414352511
0038.haosou	0.427685987959
0050.haosou	0.18024211119
0045.haosou	0.233284068072
0010.sogou	0.202809543205
0015.sogou	0.26839642905
0034.baidu	0.211511744729
0047.sogou	0.315428892923
0028.baidu	0.157770062024
0041.sm	0.440957953519
0009.sm	0.151610396752
0046.sogou	0.455959488394
0002.haosou	0.0
0037.haosou	0.397458612467
0017.baidu	0.360280058056
0001.sm	0.204387595184
0010.sm	0.202574878069
0039.baidu	0.490415287474
0041.baidu	0.472968318757
0017.sm	0.135839678213
0001.sogou	0.0657724149148
0016.haosou	0.113443506805
0029.baidu	0.274165807563
0022.sogou	0.247660998011
0006.haosou	0.0384137346067
0035.baidu	0.444195516361
0021.sogou	0.500092857572
0030.baidu	0.326585870237
0013.haosou	0.20824486216
0042.sm	0.147609288009
0023.sm	0.227937975418
0008.haosou	0.0873938670515
0016.baidu	0.369379049246
0011.sogou	0.285513067512
0045.sogou	0.139471431213
0041.haosou	0.26358154901
0032.sogou	0.467621129789
0037.sogou	0.259727720488
0033.sogou	0.161388051071
0048.baidu	0.317772250063
0050.sogou	0.208070731568
0003.sm	0.137059838109
0040.haosou	0.545586764851
0049.sogou	0.318760686597
0025.baidu	0.0655863196685
0006.sm	0.181940615678
0049.haosou	0.279356930857
0036.sogou	0.301092589019
0047.baidu	0.242623381423
0002.sm	0.0215940952587
0003.haosou	0.262023863674
0017.haosou	0.226493167676
0015.baidu	0.330146619038
0012.haosou	0.215558384983
0016.sm	0.216902997802
0036.haosou	0.326774066384
0031.haosou	0.344310215697
0026.sogou	0.123878073754
0005.baidu	0.387189285235
0002.sogou	0.0135464009201
0016.sogou	0.130407469033
0042.baidu	0.246933731939
0020.haosou	0.22968361514
0032.sm	0.592497767598
0013.sogou	0.121742848037
0012.baidu	0.256967330837
0018.sogou	0.384052503784
0022.sm	0.225812272094
0027.sogou	0.189489207201
0026.sm	0.0701709689177
0043.baidu	0.263350344137
0050.sm	0.108136085504
0025.haosou	0.21859769346
0047.haosou	0.242640203901
0008.baidu	0.0792734056159
0048.haosou	0.255706656557
0006.baidu	0.0503876619739
0028.sm	0.0953048989859
0049.baidu	0.225439620605
0008.sm	0.00863285462729
0005.sm	0.125827220801
0034.sogou	0.276628404423
0002.baidu	0.0916837248112
0037.baidu	0.308928911194
0014.sm	0.139147837949
0042.haosou	0.290867281023
0001.baidu	0.225095238798
0012.sogou	0.263418696515
0023.haosou	0.479490980114
0036.baidu	0.311222989132
0046.sm	0.547490923047
0043.sm	0.189284873749
0018.baidu	0.350093279075
0010.haosou	0.216385648754
0044.sogou	0.164870194132
0032.haosou	0.143099113335
0045.baidu	0.285814697626
0034.sm	0.358289343801
0004.sm	0.417599374739
0026.haosou	0.263310023016
0033.haosou	0.229195318126
0031.sm	0.143818311638
0008.sogou	0.0326421163697
0023.baidu	0.434481864293
0024.sogou	0.100073150036
0007.baidu	0.274581787655
0042.sogou	0.189243019892
0007.sm	0.0900175527488
0035.sm	0.38419299586
0045.sm	0.320061022144
0018.sm	0.340158316392
0039.sogou	0.512378658984
0029.sogou	0.248423312711
0034.haosou	0.18365052619
0038.baidu	0.3102528541
0033.baidu	0.0520371671704
0004.sogou	0.251014401181
0015.sm	0.223546847563
0028.sogou	0.161433588098
0036.sm	0.289013203553
0013.sm	0.149255161956
0021.sm	0.222674278497
0011.sm	0.317353914863
0022.haosou	0.0
0020.baidu	0.43238226706
0027.haosou	0.484897708877
0043.haosou	0.146410248187
0030.haosou	0.246392663042
0044.haosou	0.110662047371
0003.sogou	0.176255848436
0006.sogou	0.155597778172
0009.haosou	0.114476335773
0024.baidu	0.131007811107
0009.sogou	0.0832897866757
0040.sogou	0.105971998906
0030.sm	0.35714500731
0031.sogou	0.182964056321
0047.sm	0.431019148903
0021.haosou	0.364669266956
0028.haosou	0.136078801553
0004.baidu	0.462044027859
0038.sm	0.230262508139
0027.baidu	0.604470782723
0026.baidu	0.0505536256065
0005.sogou	0.447465279786
0019.baidu	0.620103334268
0038.sogou	0.450803320775
0039.sm	0.30912092407
0050.baidu	0.176079783893
0029.sm	0.140686391419
0027.sm	0.552799305698
0014.sogou	0.051856469928
0018.haosou	0.225982612688
0037.sm	0.245340639941
0019.haosou	0.58850910954
0041.sogou	0.443474208253
0011.baidu	0.342767772717
0030.sogou	0.191027506598
0021.baidu	0.275405806904
0035.sogou	0.355954175963
0024.haosou	0.0591386688495
0014.haosou	0.111577628351
0033.sm	0.0718807334287
0043.sogou	0.447569139113
0005.haosou	0.161621278955
0013.baidu	0.216130361941
0035.haosou	0.124460385566
0046.baidu	0.469226250614
0010.baidu	0.199831871144
0048.sm	0.152499312298
