0050	sogou	0.683887272799
0038	haosou	0.698765904681
0019	haosou	0.481799523619
0029	haosou	0.720706840385
0016	haosou	0.770082612294
0017	sogou	0.75480648837
0010	sogou	0.548769987296
0002	sm	0.0981486705643
0026	baidu	0.282616818666
0045	sm	0.683957428918
0047	sm	0.713202000283
0027	sogou	0.561206072636
0031	baidu	0.630065717755
0028	sogou	0.566993821588
0003	haosou	0.552550263579
0003	sm	0.614677466341
0035	haosou	0.665906950911
0031	sm	0.459159935816
0033	sm	0.689714240593
0015	sogou	0.660070594357
0004	baidu	0.655692800759
0036	haosou	0.611964229861
0024	baidu	0.640271547595
0043	sm	0.847906778318
0039	sogou	0.694069004025
0023	haosou	0.803710087297
0034	sogou	0.810087292753
0022	sogou	0.718397572902
0025	sogou	0.692886453053
0033	baidu	0.287273021772
0023	baidu	0.477165344794
0042	sm	0.690037727847
0025	sm	0.666657306774
0030	sm	0.559386366932
0032	sm	0.527734612921
0018	baidu	0.708674048911
0006	baidu	0.253712562643
0006	sm	0.376223262046
0022	haosou	0.0
0038	baidu	0.714027841909
0007	sogou	0.765018914063
0032	haosou	0.545077545782
0032	sogou	0.56651863673
0009	baidu	0.740035750399
0036	sogou	0.561078428663
0020	sogou	0.704938254677
0037	haosou	0.772550098857
0033	haosou	0.732868831966
0043	haosou	0.66826186353
0021	baidu	0.719486745948
0040	sm	0.734365069357
0040	baidu	0.836086427356
0030	haosou	0.73135143237
0036	sm	0.849631445005
0041	sogou	0.59666838001
0024	sm	0.904155712207
0001	sm	0.340148973087
0016	baidu	0.683120924472
0037	sm	0.644541666227
0004	sm	0.72971050076
0001	sogou	0.528199926144
0013	haosou	0.714838868563
0041	sm	0.483529759228
0030	sogou	0.679708664558
0010	haosou	0.65531967662
0045	baidu	0.661748893702
0027	baidu	0.79636020518
0042	baidu	0.733159287693
0020	haosou	0.605855224394
0047	haosou	0.726522667397
0047	sogou	0.696545945827
0011	haosou	0.827420619681
0043	sogou	0.660187521087
0005	sm	0.260444273684
0007	sm	0.49395392833
0050	haosou	0.584059108969
0014	baidu	0.664931167043
0035	sm	0.78415867009
0002	baidu	0.234503785629
0013	sogou	0.6382127314
0049	haosou	0.663592029489
0004	sogou	0.573525153042
0003	sogou	0.696368161279
0019	baidu	0.578352152342
0011	sm	0.708900402312
0005	baidu	0.659914963156
0039	baidu	0.793502860573
0025	baidu	0.737203482894
0044	baidu	0.720230397856
0049	sogou	0.607685524112
0034	sm	0.828524526766
0045	sogou	0.687892648841
0044	haosou	0.737408059141
0020	sm	0.574733240717
0048	haosou	0.754771247841
0026	sm	0.785833620558
0012	baidu	0.760967950749
0010	sm	0.430881115218
0018	sogou	0.68221628156
0011	sogou	0.777338561948
0007	haosou	0.789449665315
0006	sogou	0.383746268261
0017	baidu	0.779132298634
0007	baidu	0.661316697293
0008	sogou	0.203202090267
0050	sm	0.55391000852
0026	sogou	0.721181308155
0050	baidu	0.522707170856
0046	baidu	0.681435215016
0027	sm	0.595245267568
0034	haosou	0.835285820247
0009	sm	0.767441861012
0022	sm	0.572881913371
0041	baidu	0.595514827434
0010	baidu	0.675203953575
0039	haosou	0.545997896842
0016	sogou	0.618523246023
0015	baidu	0.768919267678
0015	sm	0.65451405816
0017	haosou	0.746840098638
0013	sm	0.600554365837
0001	baidu	0.69856330717
0028	baidu	0.543137829591
0035	sogou	0.77047747445
0024	sogou	0.680907627464
0014	haosou	0.741909088123
0029	sogou	0.778434707274
0028	haosou	0.528745195821
0048	baidu	0.705312691097
0023	sm	0.652187845675
0001	haosou	0.687164619276
0021	sm	0.743104806179
0043	baidu	0.726176048012
0012	sm	0.661238637569
0041	haosou	0.602768638977
0006	haosou	0.30350944053
0013	baidu	0.645265336412
0017	sm	0.717372267839
0034	baidu	0.824566645974
0003	baidu	0.605280815691
0033	sogou	0.748558678408
0038	sogou	0.69373208447
0037	sogou	0.80315897932
0023	sogou	0.731287497391
0045	haosou	0.656100740175
0015	haosou	0.741822632207
0040	sogou	0.580555997627
0040	haosou	0.507960650613
0002	haosou	0.0
0021	haosou	0.632288033889
0016	sm	0.793057065396
0012	haosou	0.76848929238
0014	sm	0.581221089685
0011	baidu	0.76039140212
0036	baidu	0.702277888877
0031	sogou	0.606543069381
0048	sm	0.702421165074
0046	sogou	0.611631520927
0042	sogou	0.683495380041
0047	baidu	0.677959043515
0031	haosou	0.750863556651
0025	haosou	0.699376627025
0039	sm	0.684728241702
0014	sogou	0.516135303652
0002	sogou	0.0823717752217
0030	baidu	0.680283586893
0019	sm	0.593402885752
0042	haosou	0.807320183598
0022	baidu	0.763730031564
0049	sm	0.574806921159
0027	haosou	0.750031758887
0046	haosou	0.57432008182
0035	baidu	0.820325808009
0009	haosou	0.722221528683
0029	sm	0.576075798271
0029	baidu	0.725769945154
0005	haosou	0.455321367408
0048	sogou	0.615167451102
0044	sogou	0.705056372358
0038	sm	0.704343083606
0049	baidu	0.631377907222
0028	sm	0.491895950222
0018	sm	0.734236664281
0019	sogou	0.513018329536
0012	sogou	0.73069704903
0008	baidu	0.327707044577
0026	haosou	0.706771236166
0005	sogou	0.604911542018
0032	baidu	0.663535643586
0009	sogou	0.766520209792
0008	sm	0.0828904479152
0008	haosou	0.251389925658
0020	baidu	0.751099996001
0004	haosou	0.268927038268
0021	sogou	0.840457940823
0037	baidu	0.769196177395
0018	haosou	0.735410844561
0044	sm	0.606122748024
0024	haosou	0.773478749722
0046	sm	0.708136070815
